,Weight,Category,Screen_size,Screen_type,Screen_resolution,CPU_Brand,CPU_series,CPU_model,RAM,Storage_amount,Storage_type,Storage_info,GPU_Brand,GPU_Model,OS,original_price,after_discount,persian_info,full_info,discount_percent
5828,2.3,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7 10750H,32.0,524288.0,SSD,,Nvidia Gforce,geforce® gtx 1650 ti gddr6,Microsoft Windows 10,,,لپ تاپ اچ پی 15 اینچی مدل OMEN 15t-EK000-B1 پردازنده Core i7 رم 32GB حافظه 512GB SSD گرافیک 4GB 1650 Ti,OMEN 15t-EK000-B1 Core i7 32GB 512GB SSD 4GB Full HD Laptop,0.0
5829,2.3,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7 10750H,16.0,524288.0,SSD,,Nvidia Gforce,geforce rtx™ 2070 with max-q design gddr6,Microsoft Windows 10,,,لپ تاپ اچ پی 15 اینچی مدل OMEN 15t-EK000-A7 پردازنده Core i7 رم 16GB حافظه 512GB SSD گرافیک 8GB RTX 2070,OMEN 15t-EK000-A7 Core i7 16GB 512GB SSD 8GB 2070 Full HD Laptop,0.0
5830,2.3,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7 10750H,32.0,1024.0,SSD,,Nvidia Gforce,geforce® gtx 1650 ti gddr6,Microsoft Windows 10,,,لپ تاپ اچ پی 15 اینچی مدل OMEN 15t-EK000-D1 پردازنده Core i7 رم 32GB حافظه 1TB SSD گرافیک 4GB 1650 Ti,OMEN 15t-EK000-D1 Core i7 32GB 1TB SSD 4GB Full HD Laptop,0.0
5831,2.3,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7 10750H,16.0,524288.0,SSD,,Nvidia Gforce,geforce® gtx 1650 ti gddr6,Microsoft Windows 10,,,لپ تاپ اچ پی 15 اینچی مدل OMEN 15t-EK000-A1 پردازنده Core i7 رم 16GB حافظه 512GB SSD گرافیک 4GB 1650 Ti,OMEN 15t-EK000-A1 Core i7 16GB 512GB SSD 4GB Full HD Laptop,0.0
5832,2.3,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7 10750H,16.0,524288.0,SSD,,Nvidia Gforce,geforce rtx™ 2060 gddr6,Microsoft Windows 10,,,لپ تاپ اچ پی 15 اینچی مدل OMEN 15t-EK000-A6 پردازنده Core i7 رم 16GB حافظه 512GB SSD گرافیک 6GB RTX 2060,OMEN 15t-EK000-A6 Core i7 16GB 512GB SSD 6GB Full HD Laptop,0.0
5833,2.3,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7 10750H,32.0,1024.0,SSD,,Nvidia Gforce,geforce rtx™ 2070 with max-q design gddr6,Microsoft Windows 10,,,لپ تاپ اچ پی 15 اینچی مدل OMEN 15t-EK000-D7 پردازنده Core i7 رم 32GB حافظه 1TB SSD گرافیک 8GB RTX 2070,OMEN 15t-EK000-D7 Core i7 32GB 1TB SSD 8GB 2070 Full HD Laptop,0.0
5834,2.2,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7 10750H,16.0,524288.0,SSD,,Nvidia Gforce,geforce gtx 1650 gddr6,Microsoft Windows 10,,,لپ تاپ اچ پی 15 اینچی مدل Pavilion Gaming 15 DK1095-A پردازنده Core i7 رم 16GB حافظه 512GB SSD گرافیک 4GB,Pavilion Gaming 15 DK1095-A Core i7 16GB 512GB SSD 4GB Full HD Laptop,0.0
5835,2.3,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7 10750H,16.0,1024.0,SSD,,Nvidia Gforce,geforce rtx™ 2070 with max-q design gddr6,Microsoft Windows 10,,,لپ تاپ اچ پی 15 اینچی مدل OMEN 15t-EK000-C7 پردازنده Core i7 رم 16GB حافظه 1TB SSD گرافیک 8GB RTX 2070,OMEN 15t-EK000-C7 Core i7 16GB 1TB SSD 8GB 2070 Full HD Laptop,0.0
5836,2.2,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7 10750H,16.0,1024.0,SSD,,Nvidia Gforce,geforce gtx 1650 gddr6,Microsoft Windows 10,,,لپ تاپ اچ پی 15 اینچی مدل Pavilion Gaming 15 DK1095-B پردازنده Core i7 رم 16GB حافظه 1TB SSD گرافیک 4GB,Pavilion Gaming 15 DK1095-B Core i7 16GB 1TB SSD 4GB Full HD Laptop,0.0
5837,2.8,نوت بوک (لپ تاپ),17.3,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7 10750H,16.0,524288.0,SSD,,Nvidia Gforce,geforce gtx 1650 gddr6,Microsoft Windows 10,,,لپ تاپ اچ پی 17 اینچی مدل Pavilion Gaming 17 CD1023-A پردازنده Core i7 رم 16GB حافظه 512GB SSD گرافیک 4GB,Pavilion Gaming 17 CD1023-A Core i7 16GB 512GB SSD 4GB Full HD Laptop,0.0
5838,2.2,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7 10750H,32.0,1024.0,SSD,,Nvidia Gforce,geforce gtx 1650 gddr6,Microsoft Windows 10,,,لپ تاپ اچ پی 15 اینچی مدل Pavilion Gaming 15 DK1095-C پردازنده Core i7 رم 32GB حافظه 1TB SSD گرافیک 4GB,Pavilion Gaming 15 DK1095-C Core i7 32GB 1TB SSD 4GB Full HD Laptop,0.0
5839,2.8,نوت بوک (لپ تاپ),17.3,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7 10750H,16.0,1024.0,SSD,,Nvidia Gforce,geforce gtx 1650 gddr6,Microsoft Windows 10,,,لپ تاپ اچ پی 17 اینچی مدل Pavilion Gaming 17 CD1023-B پردازنده Core i7 رم 16GB حافظه 1TB SSD گرافیک 4GB,Pavilion Gaming 17 CD1023-B Core i7 16GB 1TB SSD 4GB Full HD Laptop,0.0
5840,2.8,نوت بوک (لپ تاپ),17.3,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7 10750H,32.0,1024.0,SSD,,Nvidia Gforce,geforce gtx 1650 gddr6,Microsoft Windows 10,,,لپ تاپ اچ پی 17 اینچی مدل Pavilion Gaming 17 CD1023-C پردازنده Core i7 رم 32GB حافظه 1TB SSD گرافیک 4GB,Pavilion Gaming 17 CD1023-C Core i7 32GB 1TB SSD 4GB Full HD Laptop,0.0
5841,2.3,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i5,i5-9300H,8.0,2622464.0,Hybrid,,Nvidia Gforce,geforce gtx 1650,Windows X,,,لپ تاپ اچ پی 15 اینچی مدل Pavilion Gaming DK0009 پردازنده Core i5 رم 8GB حافظه 1TB 256GB SSD گرافیک 4GB,Pavilion Gaming DK0009 Core i5 8GB 1TB 256GB SSD 4GB Full HD Laptop,0.0
5842,2.4,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Ryzen 7,Ryzen 7 4800H,16.0,524288.0,SSD,,Nvidia Gforce,geforce gtx 1660ti gddr6,Microsoft Windows 10,,,لپ تاپ اچ پی 15 اینچی مدل OMEN 15t-EN0013-A پردازنده Ryzen 7 رم 16GB حافظه 512GB SSD گرافیک 6GB,OMEN 15t-EN0013-A Ryzen 7 16GB 512GB SSD 6GB Full HD Laptop,0.0
5843,2.4,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Ryzen 7,Ryzen 7 4800H,16.0,1024.0,SSD,,Nvidia Gforce,geforce gtx 1660ti gddr6,Microsoft Windows 10,,,لپ تاپ اچ پی 15 اینچی مدل OMEN 15t-EN0013-B پردازنده Ryzen 7 رم 16GB حافظه 1TB SSD گرافیک 6GB,OMEN 15t-EN0013-B Ryzen 7 16GB 1TB SSD 6GB Full HD Laptop,0.0
5844,2.4,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Ryzen 7,Ryzen 7 4800H,32.0,1024.0,SSD,,Nvidia Gforce,geforce gtx 1660ti gddr6,Microsoft Windows 10,,,لپ تاپ اچ پی 15 اینچی مدل OMEN 15t-EN0013-C پردازنده Ryzen 7 رم 32GB حافظه 1TB SSD گرافیک 6GB,OMEN 15t-EN0013-C Ryzen 7 32GB 1TB SSD 6GB Full HD Laptop,0.0
5845,1.45,نوت بوک (لپ تاپ),14.0,IPS or LED-backlit,1080 * 1920,INTEL,Core i3,i3-1005 G1,8.0,262144.0,SSD,,Intel,uhd,Windows X,,,لپ تاپ اچ پی 14 اینچی مدل DQ1077WM پردازنده Core i3 رم 8GB حافظه 256GB SSD گرافیک Intel,HP DQ1077WM  Core i3 1005G1 8GB 256GB SSD Intel Laptop,0.0
5846,2.1,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,768 * 1366,AMD,Ryzen 3,2200U,12.0,1024.0,HDD,,AMD,radeon™ vega graphics,Windows Y,,,لپ تاپ اچ پی 15 اینچی مدل 255 G7 پردازنده Ryzen 3 رم 12GB حافظه 1TB گرافیک AMD,255 G7 Ryzen 3 12GB 1TB AMD Laptop,0.0
5847,1.8,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,AMD,Ryzen 5,Ryzen 5 3500U,12.0,1024.0,HDD,,AMD Radeon,radeon vega 8,Windows Y,,,لپ تاپ اچ پی 15 اینچی مدل db1100ny پردازنده Ryzen 5 3500U رم 12GB حافظه 1TB گرافیک 2GB,db1100ny Ryzen 5 3500U 12GB 1TB 2GB Full HD Laptop,0.0
5848,1.45,نوت بوک (لپ تاپ),14.0,IPS or LED-backlit,1080 * 1920,INTEL,Core i3,i3-1005 G1,16.0,524288.0,SSD,,Intel,uhd,Windows X,,,لپ تاپ اچ پی 14 اینچی مدل DQ1077WM پردازنده Core i3 رم 16GB حافظه 512GB SSD گرافیک Intel,HP DQ1077WM  Core i3 1005G1 16GB 512GB SSD Intel Laptop,0.0
5849,2.3,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i5,i5-9300H,8.0,262144.0,SSD,,Nvidia Gforce,geforce gtx 1650,Windows X,,,لپ تاپ اچ پی 15.6 اینچی مدل Pavilion Gaming dk0056wm پردازنده Core i5 رم 8GB حافظه 256GB SSD گرافیک 4GB,Pavilion Gaming dk0056wm Core i5 8GB 256GB SSD 4GB Full HD Laptop,0.0
5850,2.04,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,AMD,Ryzen 7,Ryzen 7 3700U,16.0,2458624.0,Hybrid,,AMD Radeon,amd rx vega 10,Windows Y,,,لپ تاپ اچ پی 15 اینچی مدل db1200ny پردازنده Ryzen 7 3700U رم 16GB حافظه 1TB 240GB SSD گرافیک 2GB,db1200ny Ryzen 7 3700U 16GB 1TB 240GB SSD 2GB Full HD Laptop,0.0
5851,3.4,نوت بوک (لپ تاپ),17.3,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7 10750H,32.0,9831424.0,Hybrid,,Nvidia Gforce,gtx 1660 ti with max-q design,Windows X,,,لپ تاپ 17 اینچی اچ پی مدل Pavilion Gaming 17 cd1008,Pavilion Gaming 17 cd1008 Core i7 32GB 1TB 1TB SSD 6GB Full HD Laptop,0.0
5852,1.8,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,AMD,Ryzen 5,Ryzen 5 3500U,12.0,1229824.0,Hybrid,,AMD Radeon,radeon vega 8,Windows Y,,,لپ تاپ اچ پی 15 اینچی مدل db1100ny پردازنده Ryzen 5 3500U رم 12GB حافظه 1TB 120GB SSD گرافیک 2GB,db1100ny Ryzen 5 3500U 12GB 1TB 120GB SSD 2GB Full HD Laptop,0.0
5853,2.04,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,768 * 1366,INTEL,Core i5,i5 10210U,8.0,2561024.0,Hybrid,,Nvidia Gforce,geforce® mx110 gddr5,Dos,,,لپ تاپ اچ پی 15 اینچی مدل DA2183 پردازنده Core i5 رم 8GB حافظه 1TB 250GB SSD گرافیک 2GB,DA2183 Core i5 8GB 1TB 250GB SSD 2GB HD Laptop,0.0
5854,2.3,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i5,i5-9300H,16.0,2622464.0,Hybrid,,Nvidia Gforce,geforce gtx 1650,Windows X,,,لپ تاپ اچ پی 15 اینچی مدل Pavilion Gaming DK0009 پردازنده Core i5 رم 16GB حافظه 1TB 256GB SSD گرافیک 4GB,Pavilion Gaming DK0009 Core i5 16GB 1TB 256GB SSD 4GB Full HD Laptop,0.0
5855,2.04,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,768 * 1366,INTEL,Core i5,i5 10210U,8.0,1229824.0,Hybrid,,Nvidia Gforce,geforce® mx110 gddr5,Dos,,,لپ تاپ اچ پی 15 اینچی مدل DA2183 پردازنده Core i5 رم 8GB حافظه 1TB 120GB SSD گرافیک 2GB,DA2183 Core i5 8GB 1TB 120GB SSD 2GB HD Laptop,0.0
5856,2.8,نوت بوک (لپ تاپ),17.3,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7 10750H,32.0,9831424.0,Hybrid,,Nvidia Gforce,geforce® gtx 1650 ti gddr6,Windows X,,,لپ تاپ اچ پی 17 اینچی مدل CD1007-E پردازنده Core i7 رم 32GB حافظه 1TB HDD 1TB SSD گرافیک 4GB,Pavilion Gaming CD1007-E Core i7 32GB 1TB 1TB SSD 4GB Full HD Laptop,0.0
5857,2.8,نوت بوک (لپ تاپ),17.3,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7 10750H,32.0,2561024.0,Hybrid,,Nvidia Gforce,geforce® gtx 1650 ti gddr6,Windows X,,,لپ تاپ اچ پی 17 اینچی مدل CD1007-C پردازنده Core i7 رم 32GB حافظه 1TB 250GB SSD گرافیک 4GB,Pavilion Gaming CD1007-C Core i7 32GB 1TB 250GB SSD 4GB Full HD Laptop,0.0
5858,1.5,نوت بوک (لپ تاپ),14.0,IPS or LED-backlit,768 * 1366,INTEL,Core i5,i5-1135G7,8.0,1024.0,SSD,,Intel,iris plus,Microsoft Windows 11,,,لپ تاپ اچ پی 14 اینچی Pavilion x360 Convertible 14t DY000-BN پردازنده Core i5 رم 8GB حافظه 1TB SSD گرافیک Intel,HP Pavilion x360 Convertible 14t DY000-BN Core i5 1135G7 8GB 1TB SSD Intel HD Touch Laptop,0.0
5859,2.8,نوت بوک (لپ تاپ),17.3,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7 10750H,16.0,2622464.0,Hybrid,,Nvidia Gforce,geforce® gtx 1650 ti gddr6,Windows X,,,لپ تاپ اچ پی 17 اینچی مدل CD1007-A پردازنده Core i7 رم 16GB حافظه 1TB 256GB SSD گرافیک 4GB,Pavilion Gaming CD1007-A Core i7 16GB 1TB 256GB SSD 4GB Full HD Laptop,0.0
5860,2.04,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,768 * 1366,INTEL,Core i5,i5 10210U,8.0,1024.0,HDD,,Nvidia Gforce,geforce® mx110 gddr5,Dos,,,لپ تاپ اچ پی 15 اینچی مدل DA2183 پردازنده Core i5 رم 8GB حافظه 1TB گرافیک 2GB,DA2183 Core i5 8GB 1TB 2GB HD Laptop,0.0
5862,2.8,نوت بوک (لپ تاپ),17.3,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7 10750H,32.0,5121024.0,Hybrid,,Nvidia Gforce,geforce® gtx 1650 ti gddr6,Windows X,,,لپ تاپ اچ پی 17 اینچی مدل CD1007-D پردازنده Core i7 رم 32GB حافظه 1TB 500GB SSD گرافیک 4GB,Pavilion Gaming CD1007-D Core i7 32GB 1TB 500GB SSD 4GB Full HD Laptop,0.0
5863,2.04,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7 10510U,8.0,1024.0,HDD,,Nvidia Gforce,geforce® mx130 gddr5,Dos,,,لپ تاپ اچ پی 15 اینچی مدل DA2206 پردازنده Core i7 رم 8GB حافظه 1TB گرافیک 2GB,DA2206 Core i7 8GB 1TB 2GB Full HD Laptop,0.0
5864,1.75,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i3,I3-1115G4,8.0,1024.0,SSD,SSD NVMe,Intel,uhd,Windows X,,,لپ تاپ اچ پی 15.6 اینچی مدل dw3033dx پردازنده Core i3 1115G4 رم 8GB حافظه 1TB SSD گرافیک Intel,dw3033dx Core i3 1115G4 8GB 1TB SSD Intel Full HD Laptop,0.0
5865,2.8,نوت بوک (لپ تاپ),17.3,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7 10750H,16.0,5121024.0,Hybrid,,Nvidia Gforce,geforce® gtx 1650 ti gddr6,Windows X,,,لپ تاپ اچ پی 17 اینچی مدل CD1007-B پردازنده Core i7 رم 16GB حافظه 1TB 500GB SSD گرافیک 4GB,Pavilion Gaming CD1007-B Core i7 16GB 1TB 500GB SSD 4GB Full HD Laptop,0.0
5866,1.5,نوت بوک (لپ تاپ),14.0,IPS or LED-backlit,1080 * 1920,INTEL,Core i5,i5-1135G7,8.0,524288.0,SSD,,Intel,iris plus,Microsoft Windows 11,,,لپ تاپ اچ پی 14 اینچی Pavilion x360 Convertible 14t DY000-AB پردازنده Core i5 رم 8GB حافظه 512GB SSD گرافیک Intel,HP Pavilion x360 Convertible 14t DY000-AB Core i5 1135G7 8GB 512GB SSD Intel FHD Touch Laptop,0.0
5868,1.5,نوت بوک (لپ تاپ),14.0,IPS or LED-backlit,768 * 1366,INTEL,Core i5,i5-1135G7,8.0,524288.0,SSD,,Intel,iris plus,Microsoft Windows 11,,,لپ تاپ اچ پی 14 اینچی Pavilion x360 Convertible 14t DY000-AN پردازنده Core i5 رم 8GB حافظه 512GB SSD گرافیک Intel,HP Pavilion x360 Convertible 14t DY000-AN Core i5 1135G7 8GB 512GB SSD Intel HD Touch Laptop,0.0
5869,1.85,نوت بوک (لپ تاپ),15.6,HD or Full HD,1080 * 1920,AMD,Ryzen 5,Ryzen 5 5500U,8.0,262144.0,SSD,SSD NVMe,AMD Radeon,vega7,Windows Y,,,لپ تاپ اچ پی 15 اینچی مدل Pavilion EF2126 پردازنده Ryzen 5 5500U رم 8GB حافظه 256GB SSD گرافیک VEGA7,HP Pavilion EF2126 Ryzen 5 5500U 8GB 256GB SSD VEGA7 FHD Laptop,0.0
5870,1.75,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i3,I3-1115G4,8.0,262144.0,SSD,SSD NVMe,Intel,uhd,Windows X,,,لپ تاپ اچ پی 15.6 اینچی مدل dw3033dx پردازنده Core i3 1115G4 رم 8GB حافظه 256GB SSD گرافیک Intel,dw3033dx Core i3 1115G4 8GB 256GB SSD Intel Full HD Laptop,0.0
5871,1.5,نوت بوک (لپ تاپ),14.0,IPS or LED-backlit,1080 * 1920,INTEL,Core i5,i5-1135G7,8.0,1024.0,SSD,,Intel,iris plus,Microsoft Windows 11,,,لپ تاپ اچ پی 14 اینچی Pavilion x360 Convertible 14t DY000-BB پردازنده Core i5 رم 8GB حافظه 1TB SSD گرافیک Intel,HP Pavilion x360 Convertible 14t DY000-BB Core i5 1135G7 8GB 1TB SSD Intel FHD Touch Laptop,0.0
5873,1.85,نوت بوک (لپ تاپ),15.6,HD or Full HD,1080 * 1920,AMD,Ryzen 5,Ryzen 5 5500U,16.0,262144.0,SSD,SSD NVMe,AMD Radeon,vega7,Windows Y,,,لپ تاپ اچ پی 15 اینچی مدل Pavilion EF2126 پردازنده Ryzen 5 5500U رم 16GB حافظه 256GB SSD گرافیک VEGA7,HP Pavilion EF2126 Ryzen 5 5500U 16GB 256GB SSD VEGA7 FHD Laptop,0.0
5874,2.04,نوت بوک (لپ تاپ),15.6,HD or Full HD,1080 * 1920,INTEL,Core i7,i7 10510U,8.0,1024.0,HDD,,Nvidia Gforce,geforce® mx130 gddr5,Dos,,,لپ تاپ اچ پی 15.6 اینچی مدل DA2211nia پردازنده Core i7 رم 8GB حافظه 1TB گرافیک 4GB,DA2211nia Core i7 8GB 1TB 4GB Full HD Laptop,0.0
5875,1.85,نوت بوک (لپ تاپ),15.6,HD or Full HD,1080 * 1920,AMD,Ryzen 5,Ryzen 5 5500U,8.0,1024.0,SSD,SSD NVMe,AMD Radeon,vega7,Windows Y,,,لپ تاپ اچ پی 15 اینچی مدل Pavilion EF2126 پردازنده Ryzen 5 5500U رم 8GB حافظه 1TB SSD گرافیک VEGA7,HP Pavilion EF2126 Ryzen 5 5500U 8GB 1TB SSD VEGA7 FHD Laptop,0.0
5876,1.85,نوت بوک (لپ تاپ),15.6,HD or Full HD,1080 * 1920,AMD,Ryzen 5,Ryzen 5 5500U,8.0,524288.0,SSD,SSD NVMe,AMD Radeon,vega7,Windows Y,,,لپ تاپ اچ پی 15 اینچی مدل Pavilion EF2126 پردازنده Ryzen 5 5500U رم 8GB حافظه 512GB SSD گرافیک VEGA7,HP Pavilion EF2126 Ryzen 5 5500U 8GB 512GB SSD VEGA7 FHD Laptop,0.0
5877,1.69,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,AMD,Ryzen 3,,12.0,524288.0,SSD,SSD NVMe,AMD Radeon,amd radeon™ graphics,Windows Y,,,لپ تاپ اچ پی 15.6 اینچی مدل ef2010CA پردازنده Ryzen 3 5300U رم 12GB حافظه 512GB SSD گرافیک AMD,HP ef2010CA Ryzen 3 5300U 12GB 512GB SSD AMD FHD Laptop,0.0
5878,1.69,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,AMD,Ryzen 3,,8.0,1024.0,SSD,SSD NVMe,AMD Radeon,amd radeon™ graphics,Windows Y,,,لپ تاپ اچ پی 15.6 اینچی مدل ef2010CA پردازنده Ryzen 3 5300U رم 8GB حافظه 1TB SSD گرافیک AMD,HP ef2010CA Ryzen 3 5300U 8GB 1TB SSD AMD FHD Laptop,0.0
5879,1.69,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,AMD,Ryzen 3,,8.0,524288.0,SSD,SSD NVMe,AMD Radeon,amd radeon™ graphics,Windows Y,,,لپ تاپ اچ پی 15.6 اینچی مدل ef2010CA پردازنده Ryzen 3 5300U رم 8GB حافظه 512GB SSD گرافیک AMD,HP ef2010CA Ryzen 3 5300U 8GB 512GB SSD AMD FHD Laptop,0.0
5880,1.97,نوت بوک (لپ تاپ),15.6,HD or Full HD,1080 * 1920,AMD,Ryzen 5,Ryzen 5 5600H,8.0,524288.0,SSD,SSD NVMe,Nvidia Gforce,rtx 3050,Windows Y,,,لپ تاپ اچ پی 15.6 اینچی مدل Pavilion Gaming 15-ec2010 پردازنده Ryzen 5 5600H رم 8GB حافظه 512GB SSD گرافیک 4GB,HP Pavilion Gaming 15-ec2010 Ryzen 5 5600H 8GB 512GB SSD 4GB 3050 FHD Laptop,0.0
5881,1.69,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,AMD,Ryzen 3,,12.0,1024.0,SSD,SSD NVMe,AMD Radeon,amd radeon™ graphics,Windows Y,,,لپ تاپ اچ پی 15.6 اینچی مدل ef2010CA پردازنده Ryzen 3 5300U رم 12GB حافظه 1TB SSD گرافیک AMD,HP ef2010CA Ryzen 3 5300U 12GB 1TB SSD AMD FHD Laptop,0.0
5882,1.69,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,AMD,Ryzen 3,,8.0,262144.0,SSD,SSD NVMe,AMD Radeon,amd radeon™ graphics,Windows Y,,,لپ تاپ اچ پی 15.6 اینچی مدل ef2010CA پردازنده Ryzen 3 5300U رم 8GB حافظه 256GB SSD گرافیک AMD,HP ef2010CA Ryzen 3 5300U 8GB 256GB SSD AMD FHD Laptop,0.0
5883,1.97,نوت بوک (لپ تاپ),15.6,HD or Full HD,1080 * 1920,AMD,Ryzen 5,Ryzen 5 5600H,8.0,1024.0,SSD,SSD NVMe,Nvidia Gforce,rtx 3050,Windows Y,,,لپ تاپ اچ پی 15.6 اینچی مدل Pavilion Gaming 15-ec2010 پردازنده Ryzen 5 5600H رم 8GB حافظه 1TB SSD گرافیک 4GB,HP Pavilion Gaming 15-ec2010 Ryzen 5 5600H 8GB 1TB SSD 4GB 3050 FHD Laptop,0.0
5884,2.3,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i5,i5-9300H,16.0,2622464.0,Hybrid,,Nvidia Gforce,geforce gtx 1650,Windows X,,,لپ تاپ اچ پی 15.6 اینچی مدل Pavilion Gaming dk0056wm پردازنده Core i5 رم 16GB حافظه 1TB 256GB SSD گرافیک 4GB,Pavilion Gaming dk0056wm Core i5 16GB 1TB 256GB SSD 4GB Full HD Laptop,0.0
5885,1.97,نوت بوک (لپ تاپ),15.6,HD or Full HD,1080 * 1920,AMD,Ryzen 5,Ryzen 5 5600H,16.0,524288.0,SSD,SSD NVMe,Nvidia Gforce,rtx 3050,Windows Y,,,لپ تاپ اچ پی 15.6 اینچی مدل Pavilion Gaming 15-ec2010 پردازنده Ryzen 5 5600H رم 16GB حافظه 512GB SSD گرافیک 4GB,HP Pavilion Gaming 15-ec2010 Ryzen 5 5600H 16GB 512GB SSD 4GB 3050 FHD Laptop,0.0
5886,2.3,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i5,i5-9300H,16.0,524288.0,SSD,,Nvidia Gforce,geforce gtx 1650,Windows X,,,لپ تاپ اچ پی 15.6 اینچی مدل Pavilion Gaming dk0056wm پردازنده Core i5 رم 16GB حافظه 512GB SSD گرافیک 4GB,Pavilion Gaming dk0056wm Core i5 16GB 512GB SSD 4GB Full HD Laptop,0.0
5887,1.8,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,AMD,Ryzen 5,Ryzen 5 3500U,8.0,2561024.0,Hybrid,,AMD Radeon,radeon vega 8,Windows Y,,,لپ تاپ اچ پی 15 اینچی مدل db1100ny پردازنده Ryzen 5 3500U رم 8GB حافظه 1TB 250GB SSD گرافیک 2GB,db1100ny Ryzen 5 3500U 8GB 1TB 250GB SSD 2GB Full HD Laptop,0.0
5888,1.69,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,AMD,Ryzen 3,,12.0,262144.0,SSD,SSD NVMe,AMD Radeon,amd radeon™ graphics,Windows Y,,,لپ تاپ اچ پی 15.6 اینچی مدل ef2010CA پردازنده Ryzen 3 5300U رم 12GB حافظه 256GB SSD گرافیک AMD,HP ef2010CA Ryzen 3 5300U 12GB 256GB SSD AMD FHD Laptop,0.0
5889,1.8,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,AMD,Ryzen 5,Ryzen 5 3500U,8.0,1229824.0,Hybrid,,AMD Radeon,radeon vega 8,Windows Y,,,لپ تاپ اچ پی 15 اینچی مدل db1100ny پردازنده Ryzen 5 3500U رم 8GB حافظه 1TB 120GB SSD گرافیک 2GB,db1100ny Ryzen 5 3500U 8GB 1TB 120GB SSD 2GB Full HD Laptop,0.0
5890,1.8,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,AMD,Ryzen 5,Ryzen 5 3500U,16.0,2561024.0,Hybrid,,AMD Radeon,radeon vega 8,Windows Y,,,لپ تاپ اچ پی 15 اینچی مدل db1100ny پردازنده Ryzen 5 3500U رم 16GB حافظه 1TB 250GB SSD گرافیک 2GB,db1100ny Ryzen 5 3500U 16GB 1TB 250GB SSD 2GB Full HD Laptop,0.0
