,Weight,Category,Screen_size,Screen_type,Screen_resolution,CPU_Brand,CPU_series,CPU_model,RAM,Storage_amount,Storage_type,Storage_info,GPU_Brand,GPU_Model,OS,original_price,after_discount,persian_info,full_info,discount_percent
1859,1.08,نوت بوک (لپ تاپ),11.0,IPS or LED-backlit,768 * 1366,INTEL,Core i5,5th Generation-Broadwell,4.0,131072.0,SSD,,Intel,hd graphics 6000,Apple Mac OS,,,لب تاپ اپل مک بوک ایر مدل ام جی وی ام 2,MacBookAir-MJVM2,0.0
1860,1.36,مک بوک,13.3,IPS or LED-backlit,1600 * 2560,INTEL,Core i5,,8.0,262144.0,SSD,حافظه خشک,Intel,iris graphics 540,Apple Mac OS,,,لپ تاپ اپل مک بوک پرو مدل MLL42 با صفحه نمایش رتینا,MacBook Pro 2016 MLL42 13 inch with Retina Display Laptop,0.0
1861,2.1,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,768 * 1366,INTEL,Core i7,i7-5500U,8.0,1024.0,SATA,,Nvidia Gforce,gt 920m,Dos,,,لپ تاپ اینسپایرون 5558 جی ال با پردازنده i7,Inspiron 15 5558GL Core i7 8GB 1TB 4GB,0.0
1862,1.35,نوت بوک (لپ تاپ),13.0,IPS or LED-backlit,900 * 1440,INTEL,Core i5,5th Generation-Broadwell,4.0,262144.0,SSD,,Intel,hd graphics 6000,Apple Mac OS,,,لب تاپ اپل مک بوک ایر مدل ام جی وی جی 2,MacBookAir-MJVG2,0.0
1863,1.22,آلترابوک,13.0,IPS or LED-backlit,1800 * 3200,INTEL,Core i7,i7-6500U,16.0,524288.0,SSD,حافظه خشک,Intel,hd graphics 5200,Windows X,,,آلترابوک‌ دل ایکس پی اس 13 اینچ با پردازنده i7,XPS 13-0850 Core i7 16GB 512GB SSD Intel,0.0
1864,2.57,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7-6700HQ,16.0,1024.0,SATA,,Nvidia Gforce,gtx 960,Windows X,,,لپ تاپ اینسپایرون 7559 با پردازنده i7 و صفحه نمایش فول اچ دی,Inspiron 15 7559 Core i7 16GB 1TB 4GB Full HD Laptop,0.0
1865,1.92,نوت بوک (لپ تاپ),14.0,IPS or LED-backlit,768 * 1366,INTEL,Core i5,i5-6200U,8.0,1024.0,SATA,,AMD Radeon,r5 m335,Dos,,,لپ تاپ دل مدل اینسپایرون 5459 با پردازنده i5,Inspiron 14 5459 Core i5 8GB 1TB 2GB Laptop,0.0
1866,1.18,نوت بوک (لپ تاپ),11.6,IPS or LED-backlit,768 * 1366,INTEL,Celeron,Celeron-N3050,2.0,32768.0,eMMC,,Intel,hd graphics,Dos,,,لپ تاپ دل مدل اینسپایرون 3162 با پردازنده سلرون,Inspiron 11 3162 N3050 2GB 32GB Intel Laptop,0.0
1867,1.41,نوت بوک (لپ تاپ),11.6,IPS or LED-backlit,768 * 1366,INTEL,Core i3,i3-4030U,4.0,512000.0,SATA,,Intel,hd graphics 4400,Microsoft Windows 10,,,لپ تاپ اینسپایرون 3148 با پردازنده i3 و صفحه نمایش لمسی,Inspiron 11 3148 Core i3 4GB 500GB Intel Touch,0.0
1868,1.53,نوت بوک (لپ تاپ),14.0,IPS or LED-backlit,768 * 1366,INTEL,Core i5,i5-6200U,4.0,512000.0,SATA,,Nvidia Gforce,930m,Dos,,,لپ تاپ وسترو 5459 با پردازنده i5,VOSTRO 14 5459 Core i5 4GB 500GB 2GB Laptop,0.0
1869,2.56,نوت بوک (لپ تاپ),15.6,Others,1080 * 1920,INTEL,Core i7,i7-4610M,8.0,262144.0,SSD,حافظه خشک,AMD Radeon,hd 8790m,Dos,,,لپ تاپ لتیتود E6540 با پردازنده i7,Latitude E6540 Core i7 8GB 256GB SSD 2GB,0.0
1870,2.14,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,768 * 1366,INTEL,Celeron,Celeron-N3060,4.0,512000.0,SATA,,Intel,hd graphics,Dos,,,لپ تاپ دل مدل اینسپایرون 3552 با پردازنده سلرون,Inspiron 15 3552 N3060 4GB 500GB Intel Laptop,0.0
1871,2.48,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7-6500U,8.0,1024.0,SATA,,AMD Radeon,r5 m335,Dos,,,لپ تاپ اینسپایرون 5559 با پردازنده i7 و صفحه نمایش فول اچ دی,Inspiron 15 5559 Core i7 8GB 1TB 2GB Full HD Laptop,0.0
1872,2.2,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,AMD,Ryzen 7,Ryzen 7 2700,12.0,2048.0,HDD,,AMD Radeon,radeon™ 540,Dos,,,لپ تاپ لنوو مدل آیدیاپد 330 با پردازنده رایزن,IdeaPad 330 Ryzen 7 2700U 12GB 2TB 2GB Full HD Laptop,0.0
1873,2.39,نوت بوک (لپ تاپ),15.6,Others,768 * 1366,INTEL,Core i7,i7-6500U,8.0,1024.0,SATA,,Nvidia Gforce,geforce 920m,Dos,,,لپ تاپ ایسر اسپایر مدل ای 5 با پردازنده i7,Aspire E5-574G Core i7 8GB 1TB 2GB Laptop,0.0
1874,2.39,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7-5600U,16.0,82944.0,"SSD, SATA",,Nvidia Gforce,gt 940m,Dos,,,لپ تاپ ایسر مدل وی 3 575 با پردازنده i7 و صفحه نمایش فول اچ دی,Aspire V3 575G Core i7 16GB 1TB+8GB SSD 4GB Full HD,0.0
1875,1.5,نوت بوک (لپ تاپ),13.0,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7-5500,8.0,262144.0,SSD,حافظه خشک,Intel,hd graphics 5500,Dos,,,لپ تاپ ایسر اسپایر مدل آر 7-371 با پردازنده i7 و صفحه نمایش لمسی,Aspire R7-371T Core i7 8GB 256GB SSD Intel Touch Full HD Laptop,0.0
1876,2.2,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7-8550U,20.0,5244928.0,Hybrid,,Nvidia Gforce,mx150,Windows X,,,لپ تاپ لنوو 15 اینچی IdeaPad 330 با پردازنده Core i7 رم 20GB حافظه 2TB 512GB SSD گرافیک 4GB,IdeaPad 330 Core i7 8550U 20GB 2TB 512GB SSD 4GB MX150 No ODD Full HD Laptop,0.0
1877,2.2,نوت بوک (لپ تاپ),15.6,,1080 * 1920,INTEL,Core i7,i7 10510U,8.0,1024.0,HDD,,Nvidia Gforce,mx130,Dos,,,لپ تاپ لنوو 15 اینچ Ideapad L3 با پردازنده Core i7 رم 8GB حافظه 1TB گرافیک MX130 2GB,Ideapad L3 Core i7 10510U 8GB 1TB 2GB MX130 Full HD Laptop,0.0
1878,2.39,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,768 * 1366,INTEL,Core i3,i3-4005U,4.0,1024.0,SATA,,Nvidia Gforce,geforce gt 920m,Dos,,,لپ تاپ ایسر اسپایر مدل ای 5 با پردازنده i3,Aspire E5-573G Core i3 4GB 1TB 2GB,0.0
1879,2.5,نوت بوک (لپ تاپ),15.6,Others,768 * 1366,INTEL,Core i3,i3-4030U,4.0,512000.0,SATA,,Nvidia Gforce,geforce 820m,Dos,,,لپ تاپ ایسر اسپایر مدل ای 5 با پردازنده i3,Aspire-E5-571G-Core-i3-4GB-500GB-1GB,0.0
1880,2.4,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,768 * 1366,INTEL,Core i5,i5-5200U,6.0,1024.0,SATA,,Nvidia Gforce,geforce 920m,Dos,,,لپ تاپ ایسر اسپایر مدل ای 1 با پردازنده i5,Aspire E5-573G Core i5 6GB 1TB 2GB,0.0
1881,2.1,نوت بوک (لپ تاپ),14.0,IPS or LED-backlit,1080 * 1920,INTEL,Core i5,i5-4210U,6.0,1024.0,SATA,,Nvidia Gforce,840m,Dos,,,لپ تاپ لنوو مدل زد 4070 با پردازنده i5,Z4070 Core i5 6GB 1TB 4GB,0.0
1882,2.4,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,768 * 1366,INTEL,Core i3,i3-4010U,4.0,512000.0,SATA,,AMD Radeon,r7 m265,Dos,,,لپ تاپ ایسر اسپایر مدل ای 1 با پردازنده i3,Aspire E1-572G Core i3 4GB 500GB 2GB,0.0
1883,2.5,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,768 * 1366,AMD,,FX-7500,8.0,1024.0,SATA,,AMD Radeon,r7 m255,Dos,,,لپ تاپ لنوو مدل زد 5075 با پردازنده ای ام دی,IdeaPad-Z5075-FX7500-8GB-1TB-1GB,0.0
1884,2.35,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,768 * 1366,INTEL,Core i3,i3-3217U,4.0,512000.0,SATA,,Nvidia Gforce,gt 720m,Dos,,,لپ تاپ ایسر اسپایر مدل ای 1 با پردازنده i3,Aspire-E1-570G-Core-i3-4GB-500GB-1GB,0.0
1885,2.3,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,2160 * 3840,INTEL,Core i7,i7-4720HQ,16.0,2622464.0,"SSD, SATA",,Nvidia Gforce,gtx 960m,Dos,,,لپ تاپ ایسر مدل وی 15 نیترو با پردازنده i7 و صفحه نمایش 4 کی,Aspire V15 Nitro Core i7 16GB 1TB+256GB SSD 4GB 4K,0.0
1886,2.32,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,768 * 1366,INTEL,Core i7,i7-5500U,6.0,1024.0,SATA,,AMD Radeon,r5 m230,Dos,,,لپ تاپ لنوو بی 5080 با پردازنده i7,B5080 Core i7 6GB 1TB 2GB,0.0
1887,2.35,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,768 * 1366,INTEL,Core i3,i3-3217U,4.0,512000.0,SATA,,Intel,hd graphics,Dos,,,لپ تاپ ایسر اسپایر مدل ای 1 با پردازنده i3,Aspire-E1-570G-Core-i3-4GB-500GB-Intel,0.0
1888,2.51,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,AMD,,A10-7300,8.0,1024.0,SATA,,AMD Radeon,r6 m255,Dos,,,لپ تاپ لنوو مدل زد 5075 با پردازنده ای ام دی,IdeaPad Z5075 A10 8GB 1TB 3.5GB,0.0
1889,2.39,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7-4720HQ,16.0,82944.0,"SSD, SATA",,Nvidia Gforce,gtx 960m,Dos,,,لپ تاپ لنوو مدل وای 5070 با پردازنده i7,Y5070 Core i7 16GB 1TB+8GB SSD 4GB,0.0
1890,2.1,نوت بوک (لپ تاپ),14.0,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7-4510U,8.0,1024.0,SATA,,Nvidia Gforce,840m,Dos,,,لپ تاپ لنوو مدل زد 4070 با پردازنده i7,Z4070 Core i7 8GB 1TB 4GB,0.0
1891,2.22,نوت بوک (لپ تاپ),15.6,Others,768 * 1366,INTEL,Core i7,i7-4702MQ,6.0,1024.0,SATA,,Nvidia Gforce,gt 740m,Dos,,,لپ تاپ لنوو مدل زد 510 با پردازنده i7,Z510-Core-i7-6GB-1TB-2GB,0.0
1892,2.43,نوت بوک (لپ تاپ),15.6,Others,768 * 1366,INTEL,Core i5,,4.0,512000.0,SATA,,Nvidia Gforce,gt 740m,Dos,,,لپ تاپ لنوو مدل ای 540  با پردازنده i5,E540-Core-i5-4GB-500GB-2GB,0.0
1893,2.3,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i5,,4.0,8704000.0,"SSD, SATA",,Nvidia Gforce,gt 840m,Dos,,,لپ تاپ لنوو سری فلکس با پردازنده i5 و 8 گیگابایت حافظه اس اس دی,FLEX2-Core-i5-4GB-500GB+8GB-SSD-2GB,0.0
1894,2.1,نوت بوک (لپ تاپ),14.0,IPS or LED-backlit,768 * 1366,INTEL,Pentium,Pentium-3558u,4.0,512000.0,SATA,,AMD Radeon,r5 m230,Dos,,,لپ تاپ لنوو مدل ای 4070 با پردازنده پنتیوم,E4070-3558U-4GB-500GB-1GB,0.0
1895,2.5,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,768 * 1366,INTEL,Pentium,Pentium-N3540,4.0,1024.0,SATA,,AMD Radeon,r5 m230,Dos,,,لپ تاپ لنوو مدل جی 5080 با پردازنده پنتیوم,G5080 N3540 4GB 1TB 2GB,0.0
1896,2.5,نوت بوک (لپ تاپ),15.6,Others,768 * 1366,AMD,,A6-6310,4.0,512000.0,SATA,,AMD Radeon,r5 m230,Dos,,,لپ تاپ لنوو مدل جی 5045 با پردازنده ای ام دی,G5045-A6-4GB-500GB-2GB,0.0
1897,2.5,نوت بوک (لپ تاپ),15.6,HD or Full HD,768 * 1366,INTEL,Core i7,i7-4500U,8.0,1024.0,SATA,,AMD Radeon,r5 m230,Dos,,,لپ تاپ لنوو  سری B با پردازنده i7,B5070-Core-i7-8GB-1TB-2GB,0.0
1898,2.1,نوت بوک (لپ تاپ),14.0,IPS or LED-backlit,1080 * 1920,INTEL,Core i5,i5-4210U,4.0,512000.0,SATA,,Nvidia Gforce,820m,Dos,,,لپ تاپ لنوو مدل زد 4070 با پردازنده i5,Z4070-Core-i5-4GB-500GB-2GB,0.0
1899,1.4,نوت بوک (لپ تاپ),11.6,IPS or LED-backlit,768 * 1366,INTEL,Celeron,Celeron-N2830,2.0,512000.0,SATA,,Intel,integrated intel graphics,Dos,,,لپ تاپ لنوو اس 2030 با پردازنده سلرون,S2030 N2830 2GB 500GB Intel,0.0
1900,2.5,نوت بوک (لپ تاپ),15.6,Others,768 * 1366,AMD,,A6-6310,4.0,512000.0,SATA,,AMD Radeon,hd 7470m,Microsoft Windows 8,,,لپ تاپ لنوو  مدل جی 5045 با پردازنده ای ام دی,G5045-A6-4GB-500GB-1GB,0.0
1901,1.9,نوت بوک (لپ تاپ),14.0,IPS or LED-backlit,768 * 1366,INTEL,Core i7,i7-6500U,16.0,1024.0,SATA,,AMD Radeon,r7 m360,Dos,,,لپ تاپ لنوو تینک پد مدل ای 460 با پردازنده i7,ThinkPad E460 Core i7 16GB 1TB 2GB Laptop,0.0
1902,2.6,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,768 * 1366,INTEL,Core i3,i3-4000M,4.0,512000.0,SATA,,AMD Radeon,hd 8570m,Dos,,,لپ تاپ لنوو  مدل جی 510 با پردازنده i3,G510-Core-i3-4GB-500GB-2GB,0.0
1903,2.5,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,768 * 1366,INTEL,Core i3,i3-5005U,4.0,1024.0,SATA,,Intel,hd graphics 5500,Dos,,,لپ تاپ لنوو مدل جی 5080 با پردازنده i3,G5080 Core i3 4GB 1TB Intel Laptop,0.0
1904,2.3,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,768 * 1366,INTEL,Core i3,i3-5005U,4.0,512000.0,SATA,,AMD Radeon,r5 m330,Dos,,,لپ تاپ لنوو مدل ای 5080 با پردازنده i3,E5080 Core i3 4GB 500GB 2GB Laptop,0.0
1905,2.1,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7-5500U,8.0,1024.0,SATA,,Nvidia Gforce,940m,Dos,,,لپ تاپ لنوو سری فلکس 3 با پردازنده i7 و صفحه نمایش لمسی,FLEX3 Core i7 8GB 1TB 2GB Touch Full HD Laptop,0.0
1906,2.32,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,768 * 1366,AMD,,A6-6310,4.0,512000.0,SATA,,AMD Radeon,r4,Microsoft Windows 8,,,لپ تاپ لنوو مدل بی 5045 با پردازنده ای ام دی,B5045 A6-6310 4GB 500GB 2.5GB Laptop,0.0
1907,2.3,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,768 * 1366,INTEL,Pentium,Pentium-N3700,4.0,512000.0,SATA,,Intel,hd graphics,Dos,,,لپ تاپ لنوو 300 با پردازنده پنتیوم,Ideapad 300 N3700 4GB 500GB Intel Laptop,0.0
1908,2.3,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,768 * 1366,INTEL,Core i5,i5-6200U,8.0,1024.0,SATA,,AMD Radeon,r5 m330,Dos,,,لپ تاپ لنوو مدل ای 5180 با پردازنده i5,E5180 Core i5 8GB 1TB 2GB Laptop,0.0
1909,2.08,نوت بوک (لپ تاپ),14.0,IPS or LED-backlit,768 * 1366,INTEL,Core i3,i3-4005U,4.0,512000.0,SATA,,Intel,hd graphics 4400,Dos,,,لپ تاپ لنوو مدل جی 4080 با پردازنده i3,G4080 Core i3 4GB 500GB Intel Laptop,0.0
1910,1.3,نوت بوک (لپ تاپ),13.0,IPS or LED-backlit,1800 * 3200,INTEL,Core i7,i7-6500U,8.0,262144.0,SSD,حافظه خشک,Intel,iris™ graphics 540,Windows X,,,لپ تاپ لنوو سری یوگا 900 با پردازنده i7,Yoga 900 Core i7 8GB 256GB SSD Intel Laptop,0.0
1911,2.45,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,768 * 1366,INTEL,Core i5,i5-3320M,4.0,512000.0,SATA,,Nvidia Gforce,gt 710m,Dos,,,لپ تاپ لنوو مدل ای 531 با پردازنده i5,ThinkPad Edge E531 Core i5 4GB 500GB 1GB,0.0
1912,2.3,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7-5500U,16.0,82944.0,"SSD, SATA",,AMD Radeon,r9 m375,Dos,,,لپ تاپ لنوو مدل زد 5170 با پردازنده i7 و صفحه نمایش فول اچ دی,Z5170 Core i7 16GB 1TB+8GB SSD 4GB Full HD Laptop,0.0
1913,2.5,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i5,i5-5200U,8.0,1024.0,SATA,,AMD Radeon,r9 m375,Dos,,,لپ تاپ لنوو مدل زد 5170 با پردازنده i5 و صفحه نمایش فول اچ دی,Z5170 Core i5 8GB 1TB 2GB Full HD Laptop,0.0
1914,2.3,آلترابوک,15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i5,i5-4210U,6.0,1024.0,SATA,,Nvidia Gforce,gt 840m,Dos,,,لپ تاپ لنوو سری فلکس با پردازنده i5,FLEX2 Core i5 6GB 1TB 2GB,0.0
1915,2.3,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,768 * 1366,INTEL,Celeron,Celeron-N2840,4.0,512000.0,SATA,,Intel,hd graphics,Dos,,,لپ تاپ لنوو مدل 100 با پردازنده سلرون,IdeaPad 100 N2840 4GB 500GB Intel,0.0
1916,2.1,نوت بوک (لپ تاپ),14.0,IPS or LED-backlit,768 * 1366,INTEL,Core i5,i5-4210U,6.0,1024.0,SATA,,AMD Radeon,r5 m235,Dos,,,لپ تاپ لنوو مدل جی 4070 با پردازنده i5,G4070 Core i5 6GB 1TB 2GB,0.0
1917,2.3,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,768 * 1366,INTEL,Core i7,i7-5500U,8.0,1024.0,SATA,,AMD Radeon,r5 m330,Dos,,,لپ تاپ لنوو مدل ای 5080 با پردازنده i7,E5080 Core i7 8GB 1TB 2GB Laptop,0.0
1918,2.3,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,768 * 1366,INTEL,Core i7,i7-6500U,8.0,1024.0,SATA,,AMD Radeon,r5 m330,Dos,,,لپ تاپ لنوو 300 با پردازنده i7,Ideapad 300 Core i7 8GB 1TB 2GB Laptop,0.0
1919,2.35,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7-7500U,8.0,1024.0,SATA,,AMD Radeon,r7 m445,Dos,,,لپ تاپ اینسپایرون 5567 با پردازنده i7 و صفحه نمایش فول اچ دی,Inspiron 15 5567 Core i7 8GB 1TB 4GB Full HD Laptop,0.0
1920,1.36,نوت بوک (لپ تاپ),11.6,IPS or LED-backlit,768 * 1366,INTEL,Celeron,Celeron-N3060,2.0,32768.0,SSD,حافظه خشک,Intel,hd graphics 400,Dos,,,لپ تاپ دل مدل اینسپایرون 3168 با پردازنده سلرون و صفحه نمایش لمسی,Inspiron 11 3168 N3060 2GB 32GB Intel Touch Laptop,0.0
1921,1.59,نوت بوک (لپ تاپ),14.0,IPS or LED-backlit,768 * 1366,INTEL,Core i7,i7-7500U,8.0,1024.0,SATA,,Nvidia Gforce,940mx,Windows X,,,لپ تاپ دل مدل وسترو 5468 با پردازنده i7,Vostro 5468 Core i7 8GB 1TB 4GB Laptop,0.0
1922,2.57,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7-7700HQ,8.0,1311744.0,"SSD, SATA",,Nvidia Gforce,gtx 1050 gddr5,Windows X,,,لپ تاپ دل مدل Inspiron 15-5577 با پردازنده i7 و صفحه نمایش فول اچ دی,Inspiron 15-5577 Core i7 8GB 1TB+128GB SSD 4GB Full HD Laptop,0.0
1923,2.35,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i5,i5-7200U,8.0,1024.0,SATA,,AMD Radeon,r7 m445,Dos,,,لپ تاپ دل اینسپایرون 5567 با پردازنده i5 و صفحه نمایش فول اچ دی,Inspiron 15 5567 Core i5 8GB 1TB 2GB Full HD Laptop,0.0
1924,2.1,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i5,i5-8250U,8.0,1024.0,SATA,,AMD Radeon,530gddr5,Dos,,,لپ تاپ دل مدل Inspiron 15-5570 با پردازنده i5 و صفحه نمایش فول اچ دی,Inspiron 15-5570 Core i5 8GB 1TB 2GB Full HD Laptop,0.0
1925,1.43,کروم بوک,11.6,IPS or LED-backlit,768 * 1366,INTEL,Celeron,Celeron-N3060,4.0,16384.0,,,Intel,hd graphics 400,Windows X,,,لپ تاپ دل مدل Chromebook 3189 با پردازنده سلرون و صفحه نمایش لمسی,Chromebook 3189 Education N3060 4GB 16GB Intel Touch Laptop,0.0
1926,2.07,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,2160 * 3840,INTEL,Core i7,i7-7700HQ,16.0,524288.0,SSD,حافظه خشک,Nvidia Gforce,gtx 1050,Windows X,,,لپ تاپ دل ایکس پی اس 9560 15 اینچ با پردازنده i7 و صفحه نمایش لمسی 4K,XPS 15 9560 Core i7 16GB 512GB SSD 4GB 4K Touch Laptop,0.0
1927,2.35,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i5,i5-7200U,8.0,1024.0,SATA,,AMD Radeon,r7 m445,Dos,,,لپ تاپ اینسپایرون 5567 با پردازنده i5 و صفحه نمایش فول اچ دی,Inspiron 15 5567 Core i5 8GB 1TB 4GB Full HD Laptop,0.0
1928,1.9,نوت بوک (لپ تاپ),14.0,IPS or LED-backlit,768 * 1366,INTEL,Core i7,i7-5500U,8.0,1024.0,SATA,,Nvidia Gforce,830m,Dos,,,لپ تاپ دل مدل Latitude 3450 با پردازنده i7,Latitude 3450 Core i7 8GB 1TB 2GB  Laptop,0.0
1929,1.95,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7-8565U,8.0,1024.0,HDD,,Nvidia Gforce,mx130 gddr5,Dos,,,لپ تاپ دل مدل Inspiron 5584 - A با پردازنده i7 و صفحه نمایش فول اچ دی,Inspiron 5584 - A Core i7 8GB 1TB 4GB Full HD Laptop,0.0
1930,2.1,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,768 * 1366,INTEL,Celeron,Celeron-N4000,4.0,512000.0,HDD,,Intel,uhd graphics 600,Windows X,,,لپ تاپ دل مدل اینسپایرون 3573 با پردازنده سلرون,Inspiron 3573 N4000 4GB 500GB Intel Laptop,0.0
1931,1.8,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,2160 * 3840,INTEL,Core i7,i7-8750H,16.0,524288.0,SSD,حافظه خشک,Nvidia Gforce,gtx 1050 ti gddr5,Windows X,,,لپ تاپ دل ایکس پی اس 9570 15 اینچ با پردازنده i7 و صفحه نمایش لمسی 4K,XPS 15 9570 Core i7 16GB 512GB SSD 4GB 4K Touch Laptop,0.0
1932,1.95,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7-8565U,8.0,2561024.0,Hybrid,,Nvidia Gforce,mx130 gddr5,Dos,,,لپ تاپ دل مدل Inspiron 5584 - A با پردازنده i7 و صفحه نمایش فول اچ دی,Inspiron 5584 Core i7 8GB 1TB 250GB SSD 4GB Full HD Laptop,0.0
1933,1.95,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7-8565U,16.0,1024.0,HDD,,Nvidia Gforce,mx130 gddr5,Dos,,,لپ تاپ دل مدل Inspiron 5584 با پردازنده i7 و صفحه نمایش فول اچ دی,Inspiron 5584 Core i7 16GB 1TB 4GB Full HD Laptop,0.0
1934,1.9,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i5,i5-8265U,4.0,1024.0,HDD,,AMD,radeon 520,Dos,,,لپ تاپ دل مدل اینسپایرون 3580 با پردازنده i5,Inspiron 3580 Core i5 4GB 1TB 2GB Laptop,0.0
1935,2.1,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7-8550U,16.0,2561024.0,"SSD, SATA",,AMD Radeon,amd radeon 530 graphics,Dos,,,لپ تاپ دل مدل Inspiron 15-5570 با پردازنده i7 و صفحه نمایش فول اچ دی,Inspiron 15-5570 Core i7 16GB 1TB+250GB SSD 4GB Full HD Laptop,0.0
1936,1.95,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7-8565U,16.0,5121024.0,Hybrid,,Nvidia Gforce,mx130 gddr5,Dos,,,لپ تاپ دل مدل Inspiron 5583 با پردازنده i7 و صفحه نمایش فول اچ دی,Inspiron 5583 Core i7 16GB 1TB 500GB SSD 4GB Full HD Laptop,0.0
1937,1.5,نوت بوک (لپ تاپ),14.0,TFT or TN,1080 * 1920,INTEL,Core i5,i5-8265U,8.0,262144.0,SSD,,Nvidia Gforce,nvidia mx250,Windows X,,,لپ تاپ 14 اینچی دل مدل Inspiron 5480,Inspiron 5480 Core i5 8GB 256GB SSD 2GB FULL HD Laptop,0.0
1938,2.17,نوت بوک (لپ تاپ),15.6,Anti-Glare or True Life,1080 * 1920,INTEL,Core i3,i3-7020U,4.0,1024.0,HDD,,Intel,hd graphics 620,Dos,,,لپ تاپ دل مدل اینسپایرون 3581 با پردازنده i3,Inspiron 3581 Core i3 4GB 1TB Intel Laptop,0.0
1939,1.99,نوت بوک (لپ تاپ),15.6,Anti-Glare or True Life,1080 * 1920,INTEL,Core i5,i5 10210U,8.0,1024.0,HDD,,AMD,r610 r5,Windows X,,,لپ تاپ 15 اینچی دل مدل Vostro 15 3590 با پردازنده i5,Vostro 15 3590 Core i5 8GB 1TB 2GB ODD FHD Laptop,0.0
1940,1.8,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i7,i7 1065 G7,16.0,5243904.0,Hybrid,,Nvidia Gforce,nvidia geforce mx230,Dos,,,لپ تاپ ۱۵ اینچی دل مدل Inspiron ۵۵۹۳ - A با پردازنده i۷ و صفحه نمایش فول اچ دی,Inspiron 5593 - A Core i7 16GB 1TB 512GB SSD 4GB Full HD Laptop,0.0
1941,1.9,نوت بوک (لپ تاپ),15.6,IPS or LED-backlit,1080 * 1920,INTEL,Core i5,i5-8265U,8.0,1024.0,HDD,,AMD,radeon 520,Dos,,,لپ تاپ دل مدل اینسپایرون 3580 با پردازنده i5,Inspiron 3580 Core i5 8GB 1TB 2GB ODD Laptop,0.0
