url,price_after_discount,original_price
/product/109398/asus-rog-strix-scar-iii-g731gw-core-i7-32gb-1tb-512gb-ssd-8gb-full-hd-laptop/,,
/product/65451/microsoft-surface-book-2-core-i7-16gb-1tb-6gb-laptop/,,
/product/65455/microsoft-surface-book-2-core-i7-16gb-1tb-2gb-13inch-touch/,,
/product/45334/sony-vaio-fit-svf15213cx-core-i3-4gb-500gb-intel-full-hd-laptop/,,
/product/110156/hp-da2180nia-core-i5-4gb-1tb-2gb-hd-laptop/,,
/product/68510/hp-14-bs199nia-core-i5-4gb-1tb-2gb-laptop/,,
/product/68517/hp-pavilion-cs0015nia-core-i7-16gb-1tb-4gb-full-hd-laptop/,,
/product/68518/hp-pavilion-cs0016nia-core-i7-16gb-1tb-4gb-full-hd-laptop/,,
/product/75833/hp-da1068ne-core-i5-8gb-1tb-2gb-laptop/,,
/product/52402/hp-255-g5-e2-7110-4gb-1tb-512mb-laptop/,,
/product/41822/hp-255-g4-e1-6015-4gb-500gb-512mb-laptop/,,
/product/45406/hp-pavilion-15-au086nia-core-i7-16gb-2tb-4gb-full-hd-laptop/,,
/product/42375/hp-ac146ne-core-i5-6gb-1tb-2gb-laptop/,,
/product/64608/hp-14-bs091nia-core-i5-8gb-1tb-2gb-full-hd-laptop/,,
/product/66726/hp-15-bw081nia-a9-9420-4gb-1tb-2gb-laptop/,,
/product/64037/hp-15-cd099nia-a12-9720p-16gb-1tb-4gb-full-hd-laptop/,,
/product/64941/hp-15-bs097nia-n3710-4gb-500gb-intel-laptop/,,
/product/86609/hp-da1030-c-core-i5-8gb-1tb-with-120gb-ssd-2gb-laptop/,,
/product/86522/hp-zbook-15-studio-g5-mobile-workstation-h-e-2176m-32gb-1tb-ssd-4gb-full-hd-lapt/,,
/product/65422/hp-pavilion-15-cc199nia-core-i7-16gb-1tb-4gb-full-hd-laptop/,,
/product/50654/hp-15-ay048-core-i3-4gb-1tb-2gb-laptop/,,
/product/51049/hp-pavilion-15-bc299nia-core-i7-16gb-1tb128gb-ssd-4gb-laptop/,,
/product/51095/hp-15-ay049-core-i3-4gb-1tb-2gb-laptop/,,
/product/86617/hp-probook-450-g6-g-core-i7-16gb-1tb-with-120gb-2gb-laptop/,,
/product/86612/hp-probook-450-g6-b-core-i5-8gb-1tb-with-120gb-ssd-2gb-laptop/,,
/product/109004/asus-k543ub-core-i5-4gb-1tb-2gb-full-hd-laptop/,,
/product/108302/asus-rog-strix-g731gt-core-i7-16gb-1tb-256gb-ssd-4gb-full-hd-laptop/,,
/product/107546/asus-vivobook-x543ua-core-i3-8gb-1tb-intel-laptop/,,
/product/74569/asus-rog-strix-g531gw-a-core-i7-16gb-1tb-256gb-ssd-8gb-full-hd-laptop/,,
/product/74474/asus-r507uf-core-i7-8gb-1tb-2gb-full-hd-laptop/,,
/product/74475/asus-r507uf-core-i5-8gb-1tb-2gb-full-hd-laptop/,,
/product/74795/asus-vivobook-pro-15-n580gd-core-i7-12gb-1tb-with-256gb-ssd-4gb-full-hd-laptop/,,
/product/73422/asus-vivobook-flip-14-tp410uf-core-i5-8gb-1tb-with-256gb-ssd-2gb-touch-laptop/,,
/product/86701/asus-rog-strix-g531gu-core-i7-16gb-1tb-256gb-ssd-6gb-full-hd-laptop/,,
/product/86812/asus-vivobook-s14-s431fl-core-i7-8gb-512gb-ssd-2gb-full-hd-laptop/,,
/product/49153/asus-zenbook-3-ux390ua-core-i7-16gb-512gb-ssd-intel-full-hd-laptop/,,
/product/49155/asus-zenbook-flip-ux360ca-core-m-8gb-512gb-ssd-intel-qhd-touch-laptop/,,
/product/48698/asus-rog-gl552vw-core-i7-16gb-1tb-4gb-full-hd-laptop/,,
/product/48704/asus-a550vx-core-i7-8gb-1tb-2gb-laptop/,,
/product/48245/asus-v401uq-core-i5-6gb-1tb-2gb-full-hd-laptop/,,
/product/47399/asus-rog-gl552vw-core-i7-16gb-2tb256gb-ssd-4gb-4k-laptop/,,
/product/46402/asuspro-p2430uj-core-i7-8gb-1tb-2gb-full-hd-laptop/,,
/product/45617/asus-vivobook-max-x541uv-core-i5-4gb-500gb-2gb-laptop/,,
/product/45902/asus-a455lf-core-i3-4gb-500gb-2gb-laptop/,,
/product/42466/asus-transformer-book-flip-tp500la-core-i3-4gb-500gb-intel-touch-laptop/,,
/product/45124/asus-n552vw-core-i7-8gb-2tb-4gb-full-hd-touch-laptop/,,
/product/9495/asus-k550jx-core-i7-12gb-1tb-4gb-full-hd/,,
/product/9569/asus-x555lb-core-i7-8gb-1tb-2gb/,,
/product/10691/asus-vivobook-flip-tp301uj-core-i5-6gb-1tb-2gb-touch/,,
/product/86615/hp-probook-450-g6-e-core-i7-16gb-1tb-2gb-laptop/,,
/product/76201/hp-da1031nia-core-i7-8gb-1tb-2gb-laptop/,,
/product/75557/hp-omen-15t-dc100-g2-c-core-i7-32gb-1tb-with-256gb-ssd-4gb-laptop/,,
/product/73725/hp-omen-15t-dc100-a-core-i7-16gb-1tb-with-256gb-ssd-4gb-laptop/,,
/product/69754/hp-g6-240-core-i5-4gb-1tb-intel-laptop/,,
/product/110652/hp-da2199ne-core-i7-16gb-1tb-256gb-ssd-2gb-hd-laptop/,,
/product/75788/hp-da0055nia-core-i5-8gb-1tb-4gb-laptop/,,
/product/107789/hp-da1022-core-i5-8gb-1tb-2gb-laptop/,,
/product/108102/hp-omen-15t-dc100-g2-h1-core-i7-32gb-1tb-500gb-ssd-6gb-full-hd-laptop/,,
/product/108103/hp-omen-15-dc1088-g2-a-core-i7-16gb-1tb-256gb-ssd-6gb-full-hd-laptop/,,
/product/47787/i-life-zed-note-x5-z8300-2gb-32gb-intel-touch-laptop/,,
/product/46618/i-life-zedair-the-slimmest-laptop/,,
/product/66542/msi-ge63-7rd-raider-core-i7-16gb-1tb128gb-ssd-4gb-full-hd-laptop/,,
/product/64191/msi-ge63-7rc-raider-core-i7-16gb-1tb128gb-ssd-4gb-full-hd-laptop/,,
/product/1464/sony-fit-svf15213-cx-plus-core-i3-8gb-1tb-intel-touch/,,
/product/109915/asus-vivobook-r521jb-core-i3-8gb-1tb-2gb-laptop/,,
/product/109987/asus-m509dj-ryzen-3-3200u-8gb-1tb-2gb-laptop/,,
/product/110632/asus-vivobook-r521ja-core-i3-4gb-1tb-laptop/,,
/product/110633/asus-vivobook-r521jp-core-i5-8gb-1tb-2gb-laptop/,,
/product/110634/asus-vivobook-r521jp-core-i7-8gb-laptop/,,
/product/110385/asus-f540ua-core-i3-4gb-1tb-intel-laptop/,,
/product/109195/asus-zenbook-pro-duo-ux581gv-core-i7-16gb-1tb-ssd-6gb-touch-laptop/,,
/product/109432/asus-zenbook-14-ux431fl-core-i7-16gb-512gb-laptop/,,
/product/108534/asus-vivobook-r564fl-core-i7-8gb-1tb-128gb-ssd-2gb-full-hd-laptop/,,
/product/50331/asus-n552vw-core-i7-8gb-1tb-4gb-4k-laptop/,,
/product/52329/asus-r540up-core-i7-8gb-1tb-2gb-laptop/,,
/product/62869/asus-zenbook-ux490ua-core-i7-16gb-512gb-ssd-intel-full-hd-laptop/,,
/product/66714/asus-zenbook-ux310uf-core-i7-16gb-512gb-ssd-2gb-full-hd-laptop/,,
/product/65765/asus-vivobook-max-x541na-n4200-4gb-1tb-intel-laptop/,,
/product/67258/asus-fx570ud-core-i7-12gb-1tb128gb-ssd-4gb-full-hd-laptop/,,
/product/65141/asus-fx553ve-core-i7-16gb-1tb256gb-ssd-4gb-full-hd-laptop/,,
/product/65486/asus-vivobook-s15-s510uq-core-i5-12gb-1tb-2gb-full-hd-laptop/,,
/product/64243/asus-x555bp-a9-9410-4gb-1tb-2gb-full-hd-laptop/,,
/product/70296/asus-fx504gd-core-i7-12gb-1tb128gb-ssd-4gb-full-hd-laptop/,,
/product/70222/asus-zenbook-ux310uf-core-i7-12gb-1tb256gb-ssd-2gb-full-hd-laptop/,,
/product/71311/asus-zenbook-ux410uf-core-i5-8gb-1tb-with-128gb-ssd-2gb-full-hd-laptop/,,
/product/71313/asus-zenbook-ux430un-core-i5-8gb-512gb-ssd-2gb-full-hd-laptop/,,
/product/107390/acer-aspire-a315-53g-86yd-core-i7-8gb-1tb-2gb-laptop/,,
/product/65614/acer-aspire-e5-576g-core-i3-4gb-1tb-intel-full-hd-laptop/,,
/product/51767/acer-vx5-591g-core-i7-8gb-1tb-4gb-full-hd-laptop/,,
/product/109603/acer-aspire-3-a315-core-i5-10210u-8gb-1tb-2gb-laptop/,,
/product/110571/acer-predator-helios-ph315-52-75r0-core-i7-16gb-1tb-laptop/,,
/product/110510/acer-aspire-a315-34-c6j8-a-n4000-8gb-1tb-intel-laptop/,,
/product/110742/asus-vivobook-x540ya-e2-6110-4gb-1tb-laptop/,,
/product/110783/asus-x543ub-core-i5-8gb-1tb-2gb-laptop/,,
/product/110838/asus-x543ub-core-i5-8gb-1tb-2gb-laptop/,,
/product/111027/asus-laptop-15-x509ma-n4000-4gb-1tb-intel-hd-laptop/,,
/product/111238/asus-laptop-15-x509jb-core-i7-1065-g7-8gb-1tb-2gb-hd-laptop/,,
/product/109905/lenovo-ideapad-s145-core-i3-4gb-1tb-intel-hd-laptop/,,
/product/109735/lenovo-ideapad-l3-core-i3-10110u-12gb-1tb-128gb-ssd-2gb-hd-laptop/,,
/product/109733/lenovo-ideapad-l3-core-i3-10110u-8gb-1tb-256gb-ssd-2gb-hd-laptop/,,
/product/110478/lenovo-ideapad-330-core-i7-8550u-12gb-256gb-1tb-laptop/,,
/product/110410/lenovo-ideapad-l340-core-i3-12gb-1tb-128gb-ssd-2gb-hd-with-odd-laptop/,,
/product/110404/lenovo-v15-core-i5-8265u-8gb-1tb-128gb-ssd-2gb-hd-laptop/,,
/product/110407/lenovo-v15-core-i5-8265u-12gb-1tb-256gb-ssd-2gb-hd-laptop/,,
/product/110482/lenovo-ideapad-130-core-i5-8gb-1tb-2gb-full-hd-laptop/,,
/product/110125/lenovo-ideapad-l3-core-i7-10510u-12gb-1tb-512gb-ssd-2gb-full-hd-laptop/,,
/product/109457/lenovo-ideapad-l340-core-i7-8gb-1tb-128gb-ssd-2gb-full-hd-laptop/,,
/product/109560/lenovo-ideapad-l3-core-i3-10110u-12gb-1tb-intel-hd-laptop/,,
/product/108326/lenovo-ideapad-330s-core-i7-12gb-2tb-256gb-ssd-4gb-full-hd-laptop/,,
/product/109389/lenovo-ideapad-v130-far-core-i3-7020u-8gb-1tb-intel-hd-laptop/,,
/product/108589/lenovo-ideapad-l340-core-i5-8gb-1tb-128gb-ssd-2gb-full-hd-laptop/,,
/product/107484/lenovo-legion-y545-c-core-i7-16gb-1tb-512gb-ssd-6gb-2060-rtx-full-hd-laptop/,,
/product/107712/lenovo-ideapad-l340-e-4205u-4gb-1tb-intel-hd-laptop/,,
/product/111452/lenovo-ideapad-l3-core-i3-10110u-8gb-1tb-intel-hd-laptop/,,
/product/110817/lenovo-legion-y540-core-i7-16gb-1tb-128gb-ssd-6gb-rtx-2060-full-hd-laptop/,,
/product/111648/lenovo-ideapad-330-core-i5-12gb-1tb-4gb-m530-full-hd-laptop/,,
/product/2970/acer-aspire-e15-es1-511-c1lz-n2830-2gb-500gb-intel/,,
/product/1017/acer-aspire-e5-571g-core-i3-4gb-500gb-2gb/,,
/product/981/acer-aspire-e1-572g-core-i7-8gb-1tb-2gb/,,
/product/1011/acer-aspire-e5-571g-core-i3-4gb-500gb-intel/,,
/product/2329/lenovo-g5080-core-i5-4gb-1tb-2gb/,,
/product/109473/apple-macbook-air-2020-mvh52-13-inch-laptop/,,
/product/72426/apple-macbook-pro-2019-mv932-core-i9-15-4-inch-with-touch-bar-and-retina-display/,,
/product/2840/apple-macbook-pro-mjy32-12-inch-with-retina-display/,,
/product/45214/dell-inspiron-15-5559-core-i7-8gb-1tb-4gb-laptop/,,
/product/8968/dell-inspiron-15-5559-core-i5-4gb-500gb-2gb/,,
/product/49311/dell-inspiron-15-5567-core-i7-16gb-2tb-4gb-full-hd-laptop/,,
/product/75492/dell-inspiron-5583-core-i7-16gb-1tb-250gb-ssd-4gb-full-hd-laptop/,,
/product/86590/dell-inspiron-3580-core-i7-16gb-1tb-2gb-odd-laptop/,,
/product/86636/dell-inspiron-5480-core-i7-16gb-1tb-128gb-ssd-2gb-full-hd-laptop/,,
/product/108382/dell-inspiron-3593-b-core-i5-8gb-1tb-2gb-fhd-laptop/,,
/product/8223/hp-ac190nia-core-i3-4gb-500gb-2gb/,,
/product/2971/hp-pavilion15-g024-a4-4gb-500gb-1gb/,,
/product/46930/hp-15-ay015nx-core-i3-4gb-500gb-intel-laptop/,,
/product/47464/hp-15-ay113ne-core-i5-8gb-1tb-4gb-full-hd-laptop/,,
/product/1432/hp-pavilion-15-r136ne-core-i7-8gb-1tb-2gb/,,
/product/49269/hp-15-ay118ne-core-i5-8gb-1tb-4gb-full-hd-laptop/,,
/product/41207/hp-pavilion-15-ab238ne-core-i5-8gb-1tb-4gb-full-hd/,,
/product/10575/hp-envy-15-k209ne-i5-8gb-1tb8gb-ssd-4gb/,,
/product/41170/hp-pavilion-15-ac181nia-n3700-4gb-500gb-intel/,,
/product/44667/hp-ay075nia-core-i7-8gb-1tb-2gb-full-hd-laptop/,,
/product/44672/hp-ay078nia-core-i5-8gb-1tb-4gb-full-hd-laptop/,,
/product/30859/hp-pavilion-15-ab100ne-a10-8780p-8gb-1tb-2gb/,,
/product/41768/hp-pavilion-15-ab102ne-a10-8780p-8gb-1tb-2gb-laptop/,,
/product/48132/hp-255-g5-e2-7010-4gb-500gb-512mb-laptop/,,
/product/1088/asus-x553ma-celeron-4gb-500gb-intel/,,
/product/18/asus-tp550ld-core-i7-6gb-1tb-2gb-touch/,,
/product/2581/asus-k555ln-core-i5-8gb-1tb-2gb/,,
/product/2032/asus-k455ld-core-i7-6gb-1tb-2gb/,,
/product/1126/asus-k555ld-core-i7-8gb-1tb-2gb/,,
/product/1222/asus-x555lp-core-i3-4gb-1tb-2gb/,,
/product/1508/asus-x200ma-n3540-2gb-500gb-intel/,,
/product/1215/asus-x554ld-core-i5-4gb-500gb-1gb/,,
/product/1378/asus-k550jk-core-i7-8gb-1tb-4gb/,,
/product/7914/asus-e402ma-n2840-2gb-500gb-intel/,,
/product/4085/asus-n551jx-core-i7-8gb-2tb-4gbleap-motion/,,
/product/4126/asus-x552md-3540-4gb-500gb-1gb/,,
/product/3140/asus-g550jx-core-i7-8gb-1tb-4gb/,,
/product/5647/asuspro-essential-p2520lj-core-i5-4gb-1tb-2gb/,,
/product/51362/asus-zenbook-flip-ux360ua-core-i5-8gb-512gb-ssd-intel-qhd-touch-laptop/,,
/product/51676/asus-r540up-core-i5-8gb-1tb-2gb-laptop/,,
/product/51891/asus-x756uw-core-i7-16gb-1tb128gb-ssd-4gb-full-hd-laptop/,,
/product/51963/asus-rog-gl502vm-core-i7-16gb-1tb128gb-ssd-6gb-full-hd-laptop/,,
/product/51410/asuspro-p2420la-core-i5-4gb-500gb-intel-laptop/,,
/product/51528/asus-vivobook-a541ua-core-i3-4gb-500gb-intel-laptop/,,
/product/50634/asus-r556l-core-i7-8gb-1tb-2gb-laptop/,,
/product/50445/asus-vivobook-max-x541sa-n3350-2gb-500gb-intel-laptop/,,
/product/49885/asus-n552vw-core-i7-16gb-1tb128gb-ssd-4gb-touch-4k-laptop/,,
/product/50330/asuspro-p2540uv-core-i5-12gb-1tb-2gb-full-hd-laptop/,,
/product/1427/lenovo-b5030-celeron-2gb-500gb-intel/,,
/product/2605/lenovo-g5045-6010-4gb-500gb-1gb/,,
/product/880/lenovo-e540-core-i3-4gb-500gb-2gb/,,
/product/929/lenovo-s510-core-i5-6gb-1tb-2gb/,,
/product/939/lenovo-flex2-core-i7-8gb-1tb-4gb-touch/,,
/product/41429/lenovo-b5130-n3700-4gb-500gb-1gb-laptop/,,
/product/30856/lenovo-thinkpad-e560-core-i7-8gb-1tb-2gb/,,
/product/42066/lenovo-ideapad-500-core-i5-8gb-1tb-4gb-full-hd-laptop/,,
/product/41383/lenovo-ideapad-500-fx-8800p-8gb-1tb-2gb-full-hd-laptop/,,
/product/41224/lenovo-ideapad-300-core-i7-16gb-2tb-2gb-laptop/,,
/product/44958/lenovo-v310-core-i5-4gb-1tb-2gb-laptop/,,
/product/8094/lenovo-thinkpad-edge-e531-core-i5-6gb-1tb-2gb/,,
/product/9254/lenovo-ideapad-500-core-i7-8gb-1tb8gb-ssd-4gb-full-hd-laptop/,,
/product/8530/lenovo-ideapad-y700-core-i7-16gb-1tb128gb-ssd-4gb-4k-external-odd-drive/,,
/product/8474/lenovo-thinkpad-e460-core-i7-8gb-1tb-2gb-laptop/,,
/product/7815/lenovo-b5080-core-i7-8gb-1tb-2gb/,,
/product/6544/lenovo-g5080-3805u-4gb-1tb-2gb/,,
/product/3862/lenovo-g5030-n2840-4gb-500gb-intel/,,
/product/4175/lenovo-y5070-core-i7-16gb-1tb8gb-ssd-4gb-4k-external-odd-drive/,,
/product/49926/lenovo-ideapad-110-a9-9400-8gb-1tb-512mb-laptop/,,
/product/47777/lenovo-ideapad-510-core-i7-12gb-2tb-4gb-full-hd-laptop/,,
/product/51241/lenovo-y520-core-i7-16gb-1tb128gb-ssd-4gb-full-hd-laptop/,,
/product/51100/lenovo-thinkpad-e570-core-i7-8gb-1tb-2gb-laptop/,,
/product/62675/lenovo-ideapad-520-core-i5-8gb-1tb-4gb-full-hd-laptop/,,
/product/62973/lenovo-ideapad-320-n4200-4gb-500gb-2gb-laptop/,,
/product/63102/lenovo-ideapad-320-n4200-4gb-500gb-intel-laptop/,,
/product/62682/lenovo-thinkpad-e570-core-i3-4gb-500gb-intel-laptop/,,
/product/66548/lenovo-ideapad-110-a6-7310-8gb-1tb-2gb-laptop/,,
/product/66651/lenovo-ideapad-320-core-i3-8130u-4gb-2tb-intel-full-hd-laptop/,,
/product/66770/lenovo-ideapad-320-n4200-4gb-1tb-intel-laptop/,,
/product/68733/lenovo-ideapad-330-core-i5-8250u-4gb-1tb-2gb-full-hd-laptop/,,
/product/68778/lenovo-v130-n4000-4gb-500gb-intel-laptop/,,
/product/69493/lenovo-ideapad-330-e2-9000-4gb-1tb-amd-laptop/,,
/product/69494/lenovo-ideapad-330-e2-9000-8gb-1tb-amd-laptop/,,
/product/70283/lenovo-y530-core-i7-16gb-1tb128gb-ssd-6gb-full-hd-laptop/,,
/product/69179/lenovo-ideapad-320-fx-9800p-8gb-1tb-4gb-full-hd-laptop/,,
/product/76227/lenovo-y530-core-i5-8gb-1tb-4gb-full-hd-laptop/,,
/product/87282/lenovo-ideapad-l340-core-i5-4gb-1tb-2gb-hd-laptop/,,
/product/74687/lenovo-ideapad-l340-core-i5-8gb-1tb-128gb-ssd-3gb-full-hd-laptop/,,
/product/70376/lenovo-ideapad-v130-core-i5-6gb-1tb-2gb-laptop/,,
/product/66960/apple-macbook-pro-2018-mr9u2-13-inch-with-touch-bar-and-retina-display-laptop/,,
/product/68248/apple-macbook-air-2018-mre92-13-3-inch-with-retina-display-laptop/,,
/product/73192/apple-macbook-air-2019-mvfm2-13-3-inch-with-retina-display-laptop/,,
/product/51789/apple-macbook-pro-2017-mpxr2-13-inch-with-retina-display-laptop/,,
/product/51798/apple-macbook-pro-2017-mpxu2-13-inch-with-retina-display-laptop/,,
/product/51804/apple-macbook-pro-2017-mptr2-15-4-inch-with-touch-bar-and-retina-display-laptop/,,
/product/51805/apple-macbook-pro-2017-mptv2-15-4-inch-with-touch-bar-and-retina-display-laptop/,,
/product/62892/apple-macbook-pro-2017-mptw2-15-4-inch-with-touch-bar-and-retina-display-laptop/,,
/product/49922/hp-15-ay105ne-core-i5-4gb-1tb-2gb-full-hd-laptop/,,
/product/49923/hp-probook-450-g4-core-i7-8gb-1tb-2gb-laptop/,,
/product/9498/hp-ac197nia-core-i3-4gb-500gb-intel/,,
/product/1511/hp-pavilion-15-r213-core-i5-6gb-1tb-2gb/,,
/product/2051/hp-pavilion-15-n264se-2117u-4gb-500gb-1gb/,,
/product/2126/hp-pavilion-15-r221-core-i5-6gb-1tb-2gb/,,
/product/2278/hp-pavilion-15-r222-core-i5-6gb-1tb-2gb/,,
/product/1795/hp-probook-355-g2-a8-8gb-1tb-2gb/,,
/product/1085/hp-envy-15-k007ne-core-i5-8gb-1tb8gb-ssd-2gb/,,
/product/47931/hp-14-am101ne-core-i5-8gb-1tb-2gb-full-hd-laptop/,,
/product/47932/hp-14-am100ne-core-i5-8gb-1tb-2gb-full-hd-laptop/,,
/product/47933/hp-pavilion-15-au105ne-core-i7-16gb-2tb-4gb-full-hd-laptop/,,
/product/46550/hp-15-ay082nia-core-i3-4gb-1tb-2gb-laptop/,,
/product/2696/hp-pavilion-15-p261ne-core-i7-8gb-1tb-2gb/,,
/product/46284/hp-omen-17-w000ne-core-i7-16gb-2tb128gb-ssd-4gb-full-hd-laptop/,,
/product/46287/hp-am097nia-core-i5-8gb-1tb-4gb-full-hd-laptop/,,
/product/5180/hp-envy-15-k211ne-core-i7-16gb-1tb8gb-ssd-4gb/,,
/product/3544/hp-pavilion-15-p243ne-core-i3-4gb-500gb-2gb/,,
/product/4429/hp-pavilion-15-p214ne-core-i7-8gb-1tb-4gb/,,
/product/1042/hp-pavilion-15-r113ne-celeron-2gb-500gb-intel/,,
/product/1044/hp-pavilion-15-r112ne-core-i5-4gb-500gb-2gb/,,
/product/8063/fujitsu-lifebook-e554-core-i5-4gb-500gb-intel/,,
/product/579/fujitsu-lifebook-ah544-core-i7-8gb-1tb-2gb/,,
/product/107798/dell-vostro-3581-core-i3-8gb-1tb-intel-hd-laptop/,,
/product/107799/dell-vostro-3581-core-i3-4gb-1tb-intel-hd-laptop/,,
/product/75490/dell-inspiron-5583-core-i7-16gb-1tb-4gb-full-hd-laptop/,,
/product/75844/dell-inspiron-3581-core-i3-8gb-1tb-intel-laptop/,,
/product/66107/dell-inspiron-15-5570-core-i7-16gb-2tb128gb-ssd-4gb-full-hd-laptop/,,
/product/51256/dell-inspiron-15-3567-core-i3-4gb-500gb-intel-laptop/,,
/product/64831/dell-inspiron-15-5570-core-i5-4gb-1tb-2gb-full-hd-laptop/,,
/product/64438/dell-inspiron-15-5570-core-i7-8gb-1tb-4gb-full-hd-laptop/,,
/product/64440/dell-inspiron-15-5570-core-i7-16gb-2tb-4gb-full-hd-laptop/,,
/product/64269/dell-inspiron-11-3168-n3710-4gb-500gb-intel-touch-laptop/,,
/product/49780/dell-inspiron-15-3558-core-i3-4gb-1tb-2gb-laptop/,,
/product/45610/dell-inspiron-15-3558-core-i3-4gb-500gb-intel-laptop/,,
/product/9755/dell-inspiron-15-5559-core-i5-8gb-1tb-2gb-laptop/,,
/product/8355/dell-alienware-17-r3-core-i7-16gb-1tb256gb-ssd-4gb/,,
/product/4544/dell-inspiron-3543-core-i7-8gb-1tb-2gb/,,
/product/1186/apple-macbookair-md761b/,,
/product/1554/apple-macbookair-mjve2/,,
/product/51664/apple-macbook-pro-2017-mpxv2-13-inch-with-touch-bar-and-retina-display-laptop/,,
/product/1165/dell-vostro-5470-core-i5-4gb-500gb-2gb-laptop/,,
/product/3732/dell-inspiron-15-5558gl-core-i5-8gb-1tb-2gb/,,
/product/74397/apple-macbook-air-2019-mvfl2-13-3-inch-with-retina-display-laptop/,,
/product/70580/apple-macbook-air-cto-z0uu-i7-8gb-128gb-13-3-inch-laptop/,,
/product/109474/apple-macbook-air-2020-mvh42-13-inch-laptop/,,
/product/109614/apple-macbook-pro-mwp42-2020-core-i5-10th-13-inch-laptop/,,
/product/109477/apple-macbook-air-2020-mwtk2-13-inch-with-retina-display-laptop/,,
/product/63699/lenovo-ideapad-320-core-i5-4gb-500gb-2gb-laptop/,,
/product/64105/lenovo-ideapad-320-core-i7-8gb-1tb-2gb-full-hd-laptop/,,
/product/64387/lenovo-y520-core-i7-16gb-1tb256gb-ssd-6gb-full-hd-laptop/,,
/product/65846/lenovo-v310-core-i5-4gb-1tb-2gb-full-hd-laptop/,,
/product/65764/lenovo-thinkpad-t470p-core-i7-8gb-1tb-2gb-full-hd-laptop/,,
/product/62676/lenovo-ideapad-310-core-i7-12gb-2tb-2gb-full-hd-laptop/,,
/product/51763/lenovo-ideapad-v510-core-i5-8gb-1tb-2gb-laptop/,,
/product/51278/lenovo-thinkpad-e470-core-i7-8gb-1tb-2gb-laptop/,,
/product/47936/lenovo-ideapad-110-core-i7-8gb-1tb-2gb-laptop/,,
/product/47058/lenovo-ideapad-110-e1-7010-4gb-500gb-intel-laptop/,,
/product/47633/lenovo-ideapad-110-e1-7010-4gb-1tb-2gb-laptop/,,
/product/49680/lenovo-ideapad-110-core-i5-4gb-1tb-2gb-laptop-14-inch/,,
/product/49924/lenovo-ideapad-100-core-i5-4gb-1tb-2gb-laptop/,,
/product/9825/lenovo-y5070-core-i7-8gb-1tb8gb-ssd-4gb-full-hd-external-odd-drive/,,
/product/9836/lenovo-ideapad-100-core-i3-4gb-500gb-intel/,,
/product/10652/lenovo-b5180-core-i3-4gb-500gb-1gb-laptop/,,
/product/8025/lenovo-e4080-core-i5-8gb-1tb-2gb/,,
/product/8639/lenovo-ideapad-500-core-i7-8gb-2tb-4gb-full-hd-laptop/,,
/product/47088/lenovo-ideapad-310-core-i7-8gb-2tb-2gb-laptop/,,
/product/45247/lenovo-thinkpad-e550-core-i7-16gb-1tb-2gb-laptop/,,
/product/44626/lenovo-ideapad-100-core-i5-4gb-500gb-1gb-laptop/,,
/product/41296/lenovo-g5045-a4-6210-4gb-500gb-2gb/,,
/product/42396/lenovo-e5180-core-i7-8gb-1tb-2gb-laptop/,,
/product/30860/lenovo-thinkpad-e560-core-i5-8gb-1tb-2gb/,,
/product/76231/apple-macbook-pro-2019-mv922-core-i7-15-4-inch-with-touch-bar-and-retina-display/,,
/product/73193/apple-macbook-air-2019-mvfk2-13-3-inch-with-retina-display-laptop/,,
/product/68245/apple-macbook-air-2018-mre82-13-3-inch-with-retina-display-laptop/,,
/product/68246/apple-macbook-air-2018-mree2-13-3-inch-with-retina-display-laptop/,,
/product/74292/apple-macbook-pro-2019-muhq2-core-i5-13-inch-with-touch-bar-and-retina-display-l/,,
/product/71023/lenovo-ideapad-530s-core-i7-8gb-256gb-ssd-2gb-full-hd-laptop/,,
/product/72050/lenovo-thinkpad-e490-core-i5-8gb-1tb-2gb-laptop/,,
/product/73886/lenovo-ideapad-v130-3867u-4gb-500gb-intel-laptop/,,
/product/75029/lenovo-ideapad-s145-core-i3-4gb-1tb-2gb-hd-laptop/,,
/product/73414/lenovo-ideapad-330s-core-i7-8gb-1tb-with-128gb-ssd-4gb-full-hd-laptop/,,
/product/75918/lenovo-ideapad-l340-core-i5-8gb-1tb-256gb-laptop/,,
/product/75822/lenovo-ideapad-330-ryzen5-2500u-8gb-1tb-amd-laptop/,,
/product/107375/lenovo-ideapad-330-bz-core-i7-8550u-12gb-1tb-128gb-ssd-4gb-full-hd-laptop/,,
/product/70284/lenovo-y530-core-i7-16gb-1tb256gb-ssd-6gb-full-hd-laptop/,,
/product/70223/lenovo-y530-core-i7-16gb-1tb128gb-ssd-4gb-full-hd-laptop/,,
/product/69762/lenovo-ideapad-520-core-i5-8250u-4gb-1tb-2gb-full-hd-laptop/,,
/product/68782/lenovo-ideapad-320s-core-i7-8gb-1tb-2gb-laptop/,,
/product/68070/lenovo-ideapad-320-core-i7-8550u-8gb-1tb-4gb-full-hd-laptop/,,
/product/68645/lenovo-yoga-300-n3060-2gb-32gb-ssd-intel-touch-laptop/,,
/product/62683/lenovo-thinkpad-e570-core-i3-4gb-500gb-2gb-laptop/,,
/product/62638/lenovo-ideapad-320-core-i7-8gb-1tb-4gb-full-hd-laptop/,,
/product/63332/lenovo-ideapad-320-core-i3-4gb-1tb-2gb-laptop-14-inch/,,
