url,price_after_discount,original_price
/product/121187/lenovo-legion-5-core-i7-10750h-8gb-512gb-laptop/,,
/product/121188/lenovo-legion-5-core-i7-10750h-16gb-512gb-1650-laptop/,,
/product/121189/lenovo-legion-5-core-i7-10750h-16gb-1tb-512gb-1650-laptop/,,
/product/121190/lenovo-legion-5-core-i7-10750h-32gb-1tb-512gb-1650-laptop/,,
/product/121213/lenovo-ideapad-l340-ryzen-5-3500u-8gb-1tb-256gb-ssd-2gb-hd-laptop/,,
/product/120982/lenovo-ideapad-l3-celeron-5205u-8gb-1tb-128gb-ssd-intel-hd-laptop/,,
/product/120888/lenovo-ideapad-l340-ryzen-3-3200u-16gb-1tb-2gb-no-dvd-hd-laptop/,,
/product/120861/lenovo-ideapad-l340-ryzen-3-3200u-8gb-1tb-2gb-no-dvd-hd-laptop/,,
/product/120789/lenovo-ideapad-l340-ryzen-7-3700u-8gb-1tb-2gb-full-hd-laptop/,,
/product/120790/lenovo-legion-5-ryzen-5-16gb-1tb-512ssd-laptop/,,
/product/120791/lenovo-legion-5-ryzen-5-16gb-1tb-256ssd-laptop/,,
/product/120731/lenovo-v14-core-i5-1035g1-4gb-1tb-intel-hd-laptop/,,
/product/120732/lenovo-v14-core-i5-1035g1-8gb-1tb-intel-hd-laptop/,,
/product/120733/lenovo-v14-core-i5-1035g1-8gb-1tb-128gb-ssd-intel-hd-laptop/,,
/product/120734/lenovo-v14-core-i5-1035g1-8gb-1tb-256gb-ssd-intel-hd-laptop/,,
/product/120735/lenovo-v14-core-i5-1035g1-8gb-1tb-512gb-ssd-intel-hd-laptop/,,
/product/120736/lenovo-v14-core-i5-1035g1-12gb-1tb-intel-hd-laptop/,,
/product/119492/lenovo-v145-a4-9125-4gb-500gb-amd-512mb-hd-laptop/,,
/product/119467/lenovo-ideapad-gaming-3-ryzen-5-4600h-16gb-1tb-128gb-ssd-4gb-1650-full-hd-laptop/,,
/product/121567/lenovo-v15-n4020-8gb-1tb-intel-hd-laptop/,,
/product/121473/lenovo-legion-5-core-i5-10300h-32gb-1tb-512ssd-laptop/,,
/product/121512/lenovo-ideapad-l3-core-i7-10510u-12gb-1tb-128gb-ssd-2gb-laptop/,,
/product/121461/lenovo-legion-5-core-i7-10750h-16gb-512gb-ssd-6gb-1660ti-full-hd-laptop/,,
/product/121398/lenovo-ideapad-i7-10750h-32gb-1tb-512gb-laptop/,,
/product/121227/lenovo-ideapad-l3-core-i7-10510u-12gb-1tb-256gb-ssd-2gb-mx130-full-hd-laptop/,,
/product/121229/lenovo-ideapad-l340-ryzen-3-3200u-8gb-1tb-256gb-ssd-2gb-hd-laptop/,,
/product/121435/lenovo-ideapad-gaming-3-ryzen-5-5600h-8gb-256gb-ssd-4gb-1650-full-hd-laptop/,,
/product/121436/lenovo-ideapad-gaming-3-ryzen-5-5600h-8gb-512gb-ssd-4gb-1650-full-hd-laptop/,,
/product/121437/lenovo-ideapad-gaming-3-ryzen-5-5600h-8gb-1tb-256gb-ssd-4gb-1650-full-hd-laptop/,,
/product/121438/lenovo-ideapad-gaming-3-ryzen-5-5600h-8gb-1tb-512gb-ssd-4gb-1650-full-hd-laptop/,,
/product/121439/lenovo-ideapad-gaming-3-ryzen-5-5600h-16gb-256gb-ssd-4gb-1650-full-hd-laptop/,,
/product/121440/lenovo-ideapad-gaming-3-ryzen-5-5600h-16gb-512gb-ssd-4gb-1650-full-hd-laptop/,,
/product/121441/lenovo-ideapad-gaming-3-ryzen-5-5600h-16gb-1tb-256gb-ssd-4gb-1650-full-hd-laptop/,,
/product/121442/lenovo-ideapad-gaming-3-ryzen-5-5600h-16gb-1tb-512gb-ssd-4gb-1650-full-hd-laptop/,,
/product/121443/lenovo-legion-5-core-i7-11800h-16gb-1tb-ssd-4gb-3050ti-full-hd-laptop/,,
/product/121444/lenovo-legion-5-core-i7-11800h-32gb-1tb-ssd-4gb-3050ti-full-hd-laptop/,,
/product/121445/lenovo-legion-5-ryzen-5-8gb-1650ti-laptop/,,
/product/121446/lenovo-legion-5-ryzen-5-4600h-16gb-1tb-256gb-ssd-4gb-1650ti-full-hd-laptop/,,
/product/121447/lenovo-legion-5-ryzen-5-4600h-16gb-1tb-512gb-ssd-4gb-1650ti-full-hd-laptop/,,
/product/121448/lenovo-legion-5-ryzen-5-4600h-16gb-1tb-hdd-1tb-ssd-4gb-1650ti-full-hd-laptop/,,
/product/121449/lenovo-legion-5-ryzen-5-4600h-32gb-1tb-256gb-ssd-4gb-1650ti-full-hd-laptop/,,
/product/118578/ideapad-3-core-i3-1005g1-4gb-1tb-2gb/,,
/product/118579/lenovo-ideapad-3-core-i3-1005g1-8gb-1tb-2gb-hd-laptop/,,
/product/118719/lenovo-ideapad-l3-core-i3-10110u-8gb-1tb-512gb-ssd-intel-hd-laptop/,,
/product/118720/lenovo-ideapad-l3-core-i3-10110u-8gb-1tb-512gb-ssd-2gb-hd-laptop/,,
/product/119158/lenovo-legion-5-core-i5-10750h-16gb-512gb-laptop/,,
/product/119408/lenovo-ideapad-l340-ryzen-5-3500u-16gb-1tb-256gb-ssd-2gb-fhd-laptop/,,
/product/120031/lenovo-ideapad-3-core-i5-1135g7-8gb-1tb-128gb-ssd-2gb-fhd-laptop/,,
/product/120332/lenovo-ideapad-5-core-i7-1165g7-8gb-1tb-512gb-ssd-2gb-fhd-laptop/,,
/product/120345/lenovo-thinkpad-e15-core-i5-10210u-8gb-1tb-512gb-ssd-2gb-full-hd-laptop/,,
/product/120346/lenovo-thinkpad-e15-core-i5-10210u-16gb-1tb-512gb-ssd-2gb-full-hd-laptop/,,
/product/120347/lenovo-thinkpad-e15-core-i5-10210u-16gb-1tb-128gb-ssd-2gb-full-hd-laptop/,,
/product/120348/lenovo-thinkpad-e15-core-i5-10210u-16gb-1tb-256gb-ssd-2gb-full-hd-laptop/,,
/product/120290/lenovo-legion-5-core-i5-10300h-16gb-1tb-512ssd-laptop/,,
/product/120291/lenovo-legion-5-core-i5-10300h-16gb-1tb-512ssd-laptop/,,
/product/120294/lenovo-ideapad-l340-ryzen-7-3700u-8gb-1tb-256gb-ssd-2gb-full-hd-laptop/,,
/product/120365/lenovo-ideapad-gaming-3-ryzen-5-4600h-16gb-1tb-128gb-ssd-4gb-1650ti-full-hd-lapt/,,
/product/120366/lenovo-ideapad-gaming-3-ryzen-5-4600h-16gb-1tb-256gb-ssd-4gb-1650ti-full-hd-lapt/,,
/product/120367/lenovo-ideapad-gaming-3-ryzen-5-4600h-16gb-1tb-512gb-ssd-4gb-1650ti-full-hd-lapt/,,
/product/120625/lenovo-legion-5-ryzen-5-8gb-1tb-512ssd-laptop/,,
/product/120626/lenovo-legion-5-ryzen-5-16gb-512ssd-laptop/,,
/product/120627/lenovo-legion-5-ryzen-5-4600h-16gb-1tb-ssd-6gb-rtx-2060-full-hd-laptop/,,
/product/120628/lenovo-legion-5-ryzen-5-4600h-32gb-1tb-ssd-6gb-rtx-2060-full-hd-laptop/,,
/product/120629/lenovo-legion-5-ryzen-5-4600h-32gb-512gb-ssd-6gb-rtx-2060-full-hd-laptop/,,
/product/119791/lenovo-legion-5-core-i7-10750h-32gb-1tb-256ssd-6gb-1660ti-full-hd-laptop/,,
/product/120737/lenovo-v14-core-i5-1035g1-12gb-1tb-128gb-ssd-intel-hd-laptop/,,
/product/120738/lenovo-v14-core-i5-1035g1-12gb-1tb-256gb-ssd-intel-hd-laptop/,,
/product/120739/lenovo-v14-core-i5-1035g1-12gb-1tb-512gb-ssd-intel-hd-laptop/,,
/product/120740/lenovo-ideapad-l340-ryzen-7-3700u-12gb-1tb-2gb-full-hd-laptop/,,
/product/121809/lenovo-legion-5-ryzen-7-4800h-16gb-512gb-ssd-4gb-1650ti-full-hd-laptop/,,
/product/122029/lenovo-v15-n4020-4gb-1tb-128gb-ssd-intel-hd-laptop/,,
/product/122030/lenovo-v15-n4020-4gb-1tb-256gb-ssd-intel-hd-laptop/,,
/product/121915/lenovo-v145-a6-9225-4gb-1tb-amd-hd-no-dvd-laptop/,,
/product/122002/lenovo-v14-n4020-8gb-1tb-intel-hd-laptop/,,
/product/121783/lenovo-legion-5-core-i7-11800h-16gb-512gb-ssd-4gb-3050ti-full-hd-laptop/,,
/product/121523/lenovo-legion-5-core-i7-10750h-16gb-1tb-ssd-6gb-1660ti-full-hd-laptop/,,
/product/124063/lenovo-ideapad-gaming-3-core-i7-11370h-16gb-1tb-512gb-ssd-4gb-1650-fhd-laptop/,,
/product/123290/lenovo-ideapad-gaming-3-core-i5-11300h-8gb-1tb-256gb-ssd-4gb-1650-full-hd-laptop/,,
/product/121672/lenovo-thinkbook-15-core-i5-1135g7-12gb-1tb-256gb-ssd-2gb-mx450-full-hd-laptop/,,
/product/121673/lenovo-thinkbook-15-core-i5-1135g7-12gb-1tb-128gb-ssd-2gb-mx450-full-hd-laptop/,,
/product/121674/lenovo-thinkbook-15-core-i5-1135g7-12gb-1tb-2gb-mx450-full-hd-laptop/,,
/product/121675/lenovo-thinkbook-15-core-i5-1135g7-16gb-1tb-2gb-mx450-full-hd-laptop/,,
/product/121676/lenovo-thinkbook-15-core-i5-1135g7-16gb-1tb-128gb-ssd-2gb-mx450-full-hd-laptop/,,
/product/122040/lenovo-legion-5-ryzen-5-8gb-1650ti-laptop/,,
/product/122136/lenovo-v14-core-i3-10110u-4gb-1tb-intel-hd-laptop/,,
/product/122138/lenovo-v14-core-i3-10110u-8gb-1tb-intel-hd-laptop/,,
/product/122142/lenovo-v14-core-i3-10110u-8gb-1tb-256gb-ssd-intel-hd-laptop/,,
/product/122215/lenovo-ideapad-slim-1-a6-9220e-4gb-128gb-ssd-amd-r4-512mb-11-inch-laptop/,,
/product/122216/lenovo-ideapad-111-a6-9220-4gb-256gb-ssd-amd-r4-512mb-11-inch-laptop/,,
/product/122217/lenovo-ideapad-111-a6-9220-4gb-512gb-ssd-amd-r4-512mb-11-inch-laptop/,,
/product/122218/lenovo-ideapad-111-a6-9220-4gb-500gb-hdd-amd-r4-512mb-11-inch-laptop/,,
/product/122219/lenovo-ideapad-111-a6-9220-4gb-1tb-hdd-amd-r4-512mb-11-inch-laptop/,,
/product/121678/lenovo-legion-5-core-i7-10750h-32gb-1tb-512gb-ssd-6gb-2060-full-hd-laptop/,,
/product/121679/lenovo-ideapad-gaming-3-core-i5-10300h-16gb-512gb-ssd-4gb-gtx-1650-full-hd-lapto/,,
/product/121680/lenovo-ideapad-gaming-3-core-i5-10300h-16gb-1tb-512gb-ssd-4gb-gtx-1650ti-full-hd/,,
/product/121681/lenovo-ideapad-gaming-3-core-i5-10300h-16gb-1tb-256gb-ssd-4gb-gtx-1650ti-full-hd/,,
/product/121682/lenovo-ideapad-gaming-3-core-i5-10300h-16gb-1tb-128gb-ssd-4gb-gtx-1650ti-full-hd/,,
/product/121642/lenovo-ideapad-gaming-3-core-i7-10750h-32gb-1tb-512gb-ssd-4gb-1650ti-fhd-laptop/,,
/product/121643/lenovo-v14-core-i3-1005g1-8gb-1tb-intel-hd-laptop/,,
/product/121646/lenovo-v14-core-i3-1005g1-4gb-1tb-intel-hd-laptop/,,
/product/121647/lenovo-v14-core-i3-1005g1-12gb-1tb-intel-hd-laptop/,,
/product/121648/lenovo-v14-core-i3-1005g1-8gb-1tb-128gb-ssd-intel-hd-laptop/,,
/product/121649/lenovo-v14-core-i3-1005g1-8gb-1tb-256gb-ssd-intel-hd-laptop/,,
/product/121650/lenovo-v15-core-i3-1005g1-8gb-1tb-intel-full-hd-laptop/,,
/product/121651/lenovo-v15-core-i3-1005g1-4gb-1tb-intel-full-hd-laptop/,,
/product/121652/lenovo-v15-core-i3-1005g1-8gb-1tb-128gb-ssd-intel-full-hd-laptop/,,
/product/121653/lenovo-v15-core-i3-1005g1-8gb-1tb-256gb-ssd-intel-full-hd-laptop/,,
/product/121654/lenovo-v15-core-i3-1005g1-8gb-1tb-512gb-ssd-intel-full-hd-laptop/,,
/product/121655/lenovo-v15-core-i3-1005g1-4gb-1tb-2gb-full-hd-laptop/,,
/product/121656/lenovo-v15-core-i3-1005g1-8gb-1tb-2gb-full-hd-laptop/,,
/product/121657/lenovo-v15-core-i3-1005g1-8gb-1tb-128gb-ssd-2gb-full-hd-laptop/,,
/product/121658/lenovo-v15-core-i3-1005g1-8gb-1tb-256gb-ssd-2gb-full-hd-laptop/,,
/product/123421/lenovo-legion-5-core-i7-10750h-24gb-512gb-ssd-6gb-1660ti-full-hd-laptop/,,
/product/123436/lenovo-ideapad-l340-core-i7-16gb-512gb-ssd-4gb-1650-full-hd-laptop/,,
/product/123437/lenovo-ideapad-l340-core-i7-16gb-1tb-ssd-4gb-1650-full-hd-laptop/,,
/product/123445/lenovo-v15-core-i5-1135g7-8gb-1tb-2gb-mx350-fhd-laptop/,,
/product/123446/lenovo-v15-core-i5-1135g7-8gb-1tb-128gb-ssd-2gb-mx350-fhd-laptop/,,
/product/123448/lenovo-v15-core-i5-1135g7-8gb-1tb-256gb-ssd-2gb-mx350-fhd-laptop/,,
/product/123449/lenovo-v15-core-i5-1135g7-16gb-1tb-256gb-ssd-2gb-mx350-fhd-laptop/,,
/product/123450/lenovo-v15-core-i5-1135g7-16gb-1tb-512gb-ssd-2gb-mx350-fhd-laptop/,,
/product/123471/lenovo-ideapad-l3-core-i3-1115g4-4gb-1tb-intel-fhd-laptop/,,
/product/123472/lenovo-ideapad-l3-core-i3-1115g4-8gb-1tb-intel-fhd-laptop/,,
/product/123473/lenovo-ideapad-l3-core-i3-1115g4-8gb-1tb-128gb-ssd-intel-fhd-laptop/,,
/product/123474/lenovo-ideapad-l3-core-i3-1115g4-8gb-1tb-256gb-ssd-intel-fhd-laptop/,,
/product/123629/lenovo-ideapad-gaming-3-ryzen-7-5800h-16gb-512gb-ssd-4gb-3050-full-hd-laptop/,,
/product/123630/lenovo-ideapad-gaming-3-ryzen-7-5800h-16gb-1tb-512gb-ssd-4gb-3050-full-hd-laptop/,,
/product/123632/lenovo-ideapad-3-3020e-4gb-1tb-amd-vega-3-fhd-laptop/,,
/product/123633/lenovo-ideapad-3-3020e-8gb-1tb-amd-vega-3-fhd-laptop/,,
/product/123634/lenovo-ideapad-3-3020e-8gb-1tb-512gb-ssd-amd-vega-3-fhd-laptop/,,
/product/123556/lenovo-ideapad-l3-core-i3-1115g4-8gb-1tb-256gb-ssd-intel-fhd-no-odd-laptop/,,
/product/123579/lenovo-ideapad-l3-core-i3-1115g4-12gb-1tb-256gb-ssd-intel-fhd-laptop/,,
/product/123580/lenovo-ideapad-l3-core-i3-1115g4-8gb-1tb-128gb-ssd-intel-fhd-no-odd-laptop/,,
/product/123581/lenovo-ideapad-l3-core-i3-1115g4-12gb-1tb-256gb-ssd-intel-fhd-no-odd-laptop/,,
/product/123582/lenovo-ideapad-l3-core-i3-1115g4-8gb-1tb-intel-fhd-no-odd-laptop/,,
/product/123583/lenovo-ideapad-l3-core-i3-1115g4-4gb-1tb-intel-fhd-no-odd-laptop/,,
/product/123585/lenovo-thinkbook-15-core-i3-1115g4-12gb-1tb-256gb-ssd-intel-fhd-ips-laptop/,,
/product/123992/lenovo-ideapad-3-core-i3-1005g1-8gb-1tb-2gb-mx130-full-hd-laptop/,,
/product/123993/lenovo-ideapad-3-core-i3-1005g1-8gb-1tb-256gb-ssd-2gb-mx130-full-hd-laptop/,,
/product/123994/lenovo-ideapad-3-core-i3-1005g1-12gb-1tb-256gb-ssd-2gb-mx130-full-hd-laptop/,,
/product/123622/lenovo-thinkbook-15-core-i3-1115g4-4gb-1tb-intel-fhd-laptop/,,
/product/124059/lenovo-legion-5-pro-core-i7-11800h-16gb-1tb-ssd-4gb-3050ti-full-hd-2k-laptop/,,
/product/124060/lenovo-legion-5-pro-core-i7-11800h-32gb-1tb-ssd-4gb-3050ti-full-hd-2k-laptop/,,
/product/124061/lenovo-legion-5-pro-core-i7-11800h-16gb-512gb-ssd-4gb-3050ti-full-hd-2k-laptop/,,
/product/122349/lenovo-ideapad-gaming-3-core-i5-10300h-32gb-1tb-256gb-ssd-4gb-gtx-1650-full-hd-l/,,
/product/122350/lenovo-ideapad-gaming-3-ryzen-5-5600h-16gb-1tb-ssd-4gb-1650-full-hd-laptop/,,
/product/122352/lenovo-ideapad-gaming-3-ryzen-5-5600h-32gb-1tb-ssd-4gb-1650-full-hd-laptop/,,
/product/122264/lenovo-thinkpad-e15-core-i5-1135g7-8gb-256gb-ssd-2gb-full-hd-laptop/,,
/product/122265/lenovo-thinkpad-e15-core-i5-1135g7-16gb-256gb-ssd-2gb-full-hd-laptop/,,
/product/122266/lenovo-thinkpad-e15-core-i5-1135g7-16gb-512gb-ssd-2gb-full-hd-laptop/,,
/product/122267/lenovo-thinkpad-e15-core-i5-1135g7-8gb-512gb-ssd-2gb-full-hd-laptop/,,
/product/122268/lenovo-thinkpad-e15-core-i5-1135g7-16gb-1tb-ssd-2gb-full-hd-laptop/,,
/product/122224/lenovo-ideapad-slim-1-a6-9220e-4gb-256gb-ssd-amd-r4-512mb-11-inch-laptop/,,
/product/122225/lenovo-ideapad-slim-1-a6-9220e-4gb-512gb-ssd-amd-r4-512mb-11-inch-laptop/,,
/product/122226/lenovo-ideapad-slim-1-a6-9220e-4gb-500gb-hdd-amd-r4-512mb-11-inch-laptop/,,
/product/122227/lenovo-ideapad-slim-1-a6-9220e-4gb-1tb-hdd-amd-r4-512mb-11-inch-laptop/,,
/product/122228/lenovo-v145-a6-9225-8gb-1tb-amd-hd-no-dvd-laptop/,,
/product/122229/lenovo-legion-5-ryzen-7-4800h-16gb-512gb-ssd-4gb-1650-full-hd-laptop/,,
/product/122230/lenovo-legion-5-ryzen-7-4800h-16gb-1tb-512gb-ssd-4gb-1650-full-hd-laptop/,,
/product/122231/lenovo-legion-5-ryzen-7-4800h-32gb-1tb-512gb-ssd-4gb-1650-full-hd-laptop/,,
/product/122254/lenovo-ideapad-l3-core-i5-10210u-12gb-1tb-256gb-ssd-2gb-mx330-fhd-laptop/,,
/product/122000/lenovo-v14-n4020-4gb-1tb-intel-hd-laptop/,,
/product/122318/lenovo-thinkbook-15-core-i5-1135g7-8gb-1tb-2gb-mx450-full-hd-ips-laptop/,,
/product/122320/lenovo-thinkbook-15-core-i5-1135g7-8gb-1tb-256gb-ssd-2gb-mx450-full-hd-ips-lapto/,,
/product/122321/lenovo-thinkbook-15-core-i5-1135g7-12gb-1tb-256gb-ssd-2gb-mx450-full-hd-ips-lapt/,,
/product/122361/lenovo-ideapad-gaming-3-ryzen-5-5600h-8gb-512gb-ssd-6gb-3060-full-hd-laptop/,,
/product/122362/lenovo-ideapad-gaming-3-ryzen-5-5600h-16gb-512gb-ssd-6gb-3060-full-hd-laptop/,,
/product/122366/lenovo-ideapad-gaming-3-ryzen-5-5600h-16gb-1tb-ssd-6gb-3060-full-hd-laptop/,,
/product/122367/lenovo-ideapad-gaming-3-ryzen-5-5600h-32gb-1tb-ssd-6gb-3060-full-hd-laptop/,,
/product/122527/lenovo-v15-3020e-4gb-1tb-amd-hd-laptop/,,
/product/122528/lenovo-v15-3020e-4gb-1tb-128gb-ssd-amd-hd-laptop/,,
/product/122529/lenovo-v15-3020e-4gb-1tb-256gb-ssd-amd-hd-laptop/,,
/product/122530/lenovo-v15-3020e-4gb-1tb-512gb-ssd-amd-hd-laptop/,,
/product/122531/lenovo-v15-3020e-8gb-1tb-256gb-ssd-amd-hd-laptop/,,
/product/122532/lenovo-v15-3020e-8gb-1tb-128gb-ssd-amd-hd-laptop/,,
/product/122533/lenovo-v15-3020e-8gb-1tb-amd-hd-laptop/,,
/product/122534/lenovo-v15-3020e-8gb-1tb-512gb-ssd-amd-hd-laptop/,,
/product/122493/lenovo-thinkbook-15-core-i7-1165g7-8gb-1tb-256gb-ssd-2gb-mx450-ips-full-hd-lapto/,,
/product/122494/lenovo-thinkbook-15-core-i7-1165g7-12gb-1tb-256gb-ssd-2gb-mx450-ips-full-hd-lapt/,,
/product/122495/lenovo-thinkbook-15-core-i7-1165g7-8gb-1tb-2gb-mx450-ips-full-hd-laptop/,,
/product/122596/lenovo-ideapad-3-core-i7-10510u-8gb-1tb-256gb-ssd-2gb-mx330-fhd-laptop/,,
/product/122598/lenovo-ideapad-3-core-i5-1135g7-8gb-1tb-256gb-ssd-2gb-mx350-fhd-laptop/,,
/product/122599/lenovo-ideapad-3-core-i5-1135g7-12gb-1tb-256gb-ssd-2gb-mx350-fhd-laptop/,,
/product/122605/lenovo-ideapad-3-core-i3-10110u-4gb-1tb-2gb-mx130-hd-laptop/,,
/product/122606/lenovo-ideapad-3-core-i3-10110u-8gb-1tb-2gb-mx130-hd-laptop/,,
/product/122607/lenovo-ideapad-3-core-i3-10110u-8gb-1tb-128gb-ssd-2gb-mx130-hd-laptop/,,
/product/120431/asus-vivobook-r565ea-core-i3-1115g4-4gb-1tb-256gb-ssd-intel-full-hd-laptop/,,
/product/120432/asus-vivobook-r565ea-core-i3-1115g4-8gb-1tb-256gb-ssd-intel-full-hd-laptop/,,
/product/120433/asus-vivobook-r565ea-core-i3-1115g4-4gb-1tb-intel-full-hd-laptop/,,
/product/120368/asus-zenbook-14-um425ia-ryzen7-4700u-8gb-512gb-ssd-2gb-vega7-full-hd-laptop/,,
/product/120435/asus-zenbook-14-ux425ea-core-i3-1115g4-16gb-512gb-ssd-intel-full-hd-laptop/,,
/product/120436/asus-zenbook-14-ux425ea-core-i3-1115g4-8gb-512gb-ssd-intel-full-hd-laptop/,,
/product/120603/asus-vivobook-r565ep-core-i7-1165g7-20gb-1tb-256gb-ssd-2gb-full-hd-laptop/,,
/product/120604/asus-m409da-ryzen-3-3250u-4gb-1tb-vega-hd-laptop/,,
/product/120614/asus-m409da-ryzen-3-3250u-8gb-1tb-vega3-hd-laptop/,,
/product/120615/asus-m409da-ryzen-3-3250u-4gb-1tb-128gb-ssd-vega3-hd-laptop/,,
/product/120616/asus-m409da-ryzen-3-3250u-8gb-1tb-128gb-ssd-vega3-hd-laptop/,,
/product/120617/asus-m409da-ryzen-3-3250u-8gb-1tb-256gb-ssd-vega3-hd-laptop/,,
/product/120618/asus-m409da-ryzen-3-3250u-8gb-1tb-512gb-ssd-vega3-hd-laptop/,,
/product/120619/asus-m409da-ryzen-3-3250u-12gb-1tb-128gb-ssd-vega3-hd-laptop/,,
/product/120620/asus-m409da-ryzen-3-3250u-12gb-1tb-256gb-ssd-vega3-hd-laptop/,,
/product/120621/asus-m409da-ryzen-3-3250u-12gb-1tb-512gb-ssd-vega3-hd-laptop/,,
/product/120622/asus-m409da-ryzen-3-3250u-12gb-1tb-vega3-hd-laptop/,,
/product/120623/asus-rog-strix-g713qr-ryzen-9-5900hx-32gb-1tb-ssd-8gb-rtx-3070-full-hd-laptop/,,
/product/120674/asus-rog-strix-g15-g513qy-ryzen-9-5900hx-16gb-1tb-ssd-12gb-rx-6800m-full-hd-lapt/,,
/product/120675/asus-rog-strix-g15-g513qy-ryzen-9-5900hx-16gb-512gb-ssd-12gb-rx-6800m-full-hd-la/,,
/product/120676/asus-rog-strix-g15-g513qc-ryzen-7-5800h-16gb-1tb-ssd-4gb-rtx-3050-full-hd-laptop/,,
/product/120677/asus-rog-strix-g15-g513qc-ryzen-7-5800h-32gb-1tb-ssd-4gb-rtx-3050-full-hd-laptop/,,
/product/120893/asus-zenbook-14-q408ug-ryzen5-5500u-8gb-256gb-ssd-2gb-mx450-full-hd-laptop/,,
/product/120894/asus-rog-strix-g713qe-ryzen-7-5800h-16gb-1tb-ssd-4gb-rtx-3050ti-full-hd-laptop/,,
/product/112403/asus-rog-strix-g712lv-core-i7-10750h-16gb-1tb-ssd-6gb-laptop/,,
/product/112404/asus-rog-strix-g712lv-core-i7-10750h-32gb-1tb-ssd-6gb-laptop/,,
/product/112362/asus-r545fj-core-i5-8gb-1tb-2gb-full-hd-laptop/,,
/product/112363/asus-r545fj-core-i5-12gb-1tb-2gb-laptop/,,
/product/112482/asus-vivobook-r521ma-n5000-4gb-1tb-laptop/,,
/product/112486/asus-vivobook-s15-s533jq-core-i7-16gb-512gb-ssd-2gb-full-hd-laptop/,,
/product/112487/asus-vivobook-s15-s533jq-core-i7-8gb-512gb-ssd-2gb-full-hd-laptop/,,
/product/112488/asus-vivobook-s15-s533jq-core-i5-16gb-512gb-ssd-2gb-full-hd-laptop/,,
/product/112489/asus-vivobook-s15-s533jq-core-i5-8gb-512gb-laptop/,,
/product/112491/asus-zenbook-flip-ux461fn-core-i5-8gb-512gb-ssd-2gb-full-hd-touch-laptop/,,
/product/112492/asus-zenbook-flip-ux461fn-core-i5-16gb-512gb-ssd-2gb-full-hd-touch-laptop/,,
/product/112493/asus-rog-strix-g512li-core-i7-10750h-24gb-1tb-laptop/,,
/product/111811/asus-tuf-gaming-fx706iu-ryzen9-4900h-16gb-1tb-256gb-ssd-6gb-full-hd-laptop/,,
/product/111812/asus-vivobook-k571lh-core-i7-10750h-16gb-1tb-laptop/,,
/product/111613/asus-vivobook-k571li-core-i7-10750h-16gb-1tb-256gb-ssd-4gb-1650ti-full-hd-laptop/,,
/product/111917/asus-vivobook-r521jb-core-i7-8gb-1tb-2gb-laptop/,,
/product/111949/asus-r545fb-core-i5-8gb-1tb-2gb-laptop/,,
/product/111950/asus-r545fb-core-i5-12gb-1tb-laptop/,,
/product/111549/asus-zenbook-ux581gv-core-i7-10750h-32gb-1tb-ssd-6gb-laptop/,,
/product/111553/asus-vivobook-k571lh-core-i7-10750h-12gb-1tb-512gb-ssd-4gb-full-hd-laptop/,,
/product/111554/asus-vivobook-k571lh-core-i7-10750h-16gb-1tb-4gb-full-hd-laptop/,,
/product/120428/asus-vivobook-r565ep-core-i5-1135g7-8gb-1tb-128gb-ssd-2gb-full-hd-laptop/,,
/product/120429/asus-vivobook-r565ma-n4020-4gb-1tb-intel-hd-laptop/,,
/product/120430/asus-vivobook-r565ma-n4020-8gb-1tb-intel-hd-laptop/,,
/product/122870/lenovo-ideapad-gaming-3-ryzen-7-5800h-16gb-1tb-256gb-ssd-4gb-3050-full-hd-laptop/,,
/product/122871/lenovo-ideapad-gaming-3-ryzen-7-5800h-32gb-1tb-256gb-ssd-4gb-3050-full-hd-laptop/,,
/product/122890/lenovo-thinkbook-15-core-i7-1165g7-16gb-1tb-512gb-ssd-2gb-mx450-full-hd-laptop/,,
/product/123061/lenovo-ideapad-l3-core-i5-10210u-8gb-1tb-2gb-mx330-fhd-laptop/,,
/product/123254/lenovo-legion-5-ryzen-5-4600h-16gb-1tb-256gb-ssd-6gb-1660ti-full-hd-laptop/,,
/product/123255/lenovo-legion-5-ryzen-5-4600h-32gb-1tb-256gb-ssd-6gb-1660ti-full-hd-laptop/,,
/product/123256/lenovo-legion-5-ryzen-5-4600h-8gb-1tb-256gb-ssd-6gb-1660ti-full-hd-laptop/,,
/product/123257/lenovo-legion-5-ryzen-5-4600h-8gb-256gb-ssd-6gb-1660ti-full-hd-laptop/,,
/product/123120/lenovo-thinkbook-15-core-i3-1115g4-12gb-256gb-ssd-intel-fhd-ips-laptop/,,
/product/123223/lenovo-legion-5-core-i7-11800h-16gb-512gb-ssd-6gb-3060-full-hd-laptop/,,
/product/123225/lenovo-legion-5-core-i7-11800h-16gb-1tb-ssd-6gb-3060-full-hd-laptop/,,
/product/123226/lenovo-legion-5-core-i7-11800h-32gb-1tb-ssd-6gb-3060-full-hd-laptop/,,
/product/122946/lenovo-v15-core-i3-1005g1-4gb-1tb-128gb-ssd-intel-full-hd-laptop/,,
/product/122924/lenovo-ideapad-3-core-i5-1135g7-12gb-256gb-ssd-intel-fhd-ips-laptop/,,
/product/123284/lenovo-ideapad-gaming-3-core-i5-11300h-16gb-512gb-ssd-4gb-1650-full-hd-laptop/,,
