,Weight,Category,Screen_size,Screen_type,Screen_resolution,CPU_Brand,CPU_series,CPU_model,RAM,Storage_amount,Storage_type,Storage_info,GPU_Brand,GPU_Model,OS,original_price,after_discount,persian_info,full_info,discount_percent
57,2.5 KG,نوت بوک (لپ تاپ),15.6,IPS LED-backlit LCD,1080 * 1920,INTEL,Core i7,i7-12700H,16.0,1024.0,SSD,SSD NVMe,Nvidia Gforce,NVIDIA GeForce RTX 3050,Dos,48300000.0,48100000.0,لپ تاپ 15.6 اینچی ایسر مدل Nitro 5 AN515-58-754D Core i7 16GB 1TB SSD 4GB RTX3050,Nitro 5 AN515-58-754D Core i7 12700H 16GB 1TB SSD 4GB 3050 Full HD Laptop,0.41
58,2.15 KG,نوت بوک (لپ تاپ),15.6,IPS,1080 * 1920,INTEL,Core i7,i7-1260P,16.0,1024.0,SSD,SSD NVMe,Nvidia Gforce,RTX 3050,Dos,43100000.0,42900000.0,لپ تاپ ایسر 15.6 اینچی مدل Aspire 7 A715-51G-754E پردازنده Core i7 1260P رم 16GB حافظه 1TB SSD گرافیک 3050 4GB,Aspire 7 A715-51G-754E Core i7 1260P 16GB 1TB SSD 4GB 3050 Full HD Laptop,0.46
59,2.15 KG,نوت بوک (لپ تاپ),15.6,IPS,1080 * 1920,INTEL,Core i7,i7-1260P,16.0,524288.0,SSD,SSD NVMe,Nvidia Gforce,RTX 3050,Dos,41000000.0,40800000.0,لپ تاپ ایسر 15.6 اینچی مدل Aspire 7 A715-51G-754E پردازنده Core i7 1260P رم 16GB حافظه 512GB SSD گرافیک 3050 4GB,Aspire 7 A715-51G-754E Core i7 1260P 16GB 512GB SSD 4GB 3050 Full HD Laptop,0.49
60,2.1 KG,نوت بوک (لپ تاپ),15.6,FULL HD,1080 * 1920,INTEL,Core i3,I3-1115G4,12.0,5243904.0,SSDHDD,,Nvidia Gforce,MX350,Dos,20800000.0,20700000.0,لپ تاپ 15.6 اینچی ایسر مدل Aspire A315 پردازنده Core i3-1115G4 رم 12GB حافظه 1TB 512GB SSD گرافیک 2GB,Aspire A315 Core i3 1115G4 12GB 1TB 512GB SSD 2GB Full HD Laptop,0.48
61,2.1 KG,نوت بوک (لپ تاپ),15.6,FULL HD,1080 * 1920,INTEL,Core i3,I3-1115G4,8.0,1311744.0,SSDHDD,SSD NVMe,Nvidia Gforce,MX350,Dos,19300000.0,19100000.0,لپ تاپ 15.6 اینچی ایسر مدل Aspire A315 پردازنده Core i3-1115G4 رم 8GB حافظه 1TB 128GB SSD گرافیک 2GB,Aspire A315 Core i3 1115G4 8GB 1TB 128GB SSD 2GB Full HD Laptop,1.04
62,1.7 KG,نوت بوک (لپ تاپ),15.6,,1080 * 1920,INTEL,Core i3,I3-1115G4,8.0,5243904.0,SSDHDD,,Intel,Intel UHD Graphics,Dos,,18270000.0,لپ تاپ لنوو 15.6 اینچی مدل ThinkBook 15 پردازنده Core i3 1115G4 رم 8GB حافظه 1TB 512GB SSD گرافیک Intel,ThinkBook 15 Core i3 1115G4 8GB 1TB 512GB SSD Intel FHD Laptop,0.0
63,2.1 KG,نوت بوک (لپ تاپ),15.6,FULL HD,1080 * 1920,INTEL,Core i3,I3-1115G4,12.0,2622464.0,SSDHDD,,Nvidia Gforce,MX350,Dos,20300000.0,20100000.0,لپ تاپ 15.6 اینچی ایسر مدل Aspire A315 پردازنده Core i3-1115G4 رم 12GB حافظه 1TB 256GB SSD گرافیک 2GB,Aspire A315 Core i3 1115G4 12GB 1TB 256GB SSD 2GB Full HD Laptop,0.99
64,1.7 KG,نوت بوک (لپ تاپ),15.6,,1080 * 1920,INTEL,Core i3,I3-1115G4,12.0,5243904.0,SSDHDD,,Intel,Intel UHD Graphics,Dos,18770000.0,18670000.0,لپ تاپ لنوو 15.6 اینچی مدل ThinkBook 15 پردازنده Core i3 1115G4 رم 12GB حافظه 1TB 512GB SSD گرافیک Intel,ThinkBook 15 Core i3 1115G4 12GB 1TB 512GB SSD Intel FHD Laptop,0.53
65,2.1 KG,نوت بوک (لپ تاپ),15.6,FULL HD,1080 * 1920,INTEL,Core i3,I3-1115G4,4.0,1024.0,HDD,,Intel,Intel® UHD Graphics,Dos,14800000.0,14700000.0,لپ تاپ 15.6 اینچی ایسر مدل Aspire A315 پردازنده Core i3-1115G4 رم 4GB حافظه 1TB گرافیک Intel,Aspire A315 Core i3-1115G4 4GB 1TB Intel Full HD Laptop,0.68
66,2.1 KG,نوت بوک (لپ تاپ),15.6,FULL HD,1080 * 1920,INTEL,Core i3,I3-1115G4,12.0,1024.0,HDD,,Intel,Intel® UHD Graphics,Dos,15900000.0,15800000.0,لپ تاپ 15.6 اینچی ایسر مدل Aspire A315 پردازنده Core i3-1115G4 رم 12GB حافظه 1TB گرافیک Intel,Aspire A315 Core i3-1115G4 12GB 1TB Intel Full HD Laptop,0.63
67,2.1 KG,نوت بوک (لپ تاپ),15.6,FULL HD,1080 * 1920,INTEL,Core i3,I3-1115G4,8.0,2622464.0,SSDHDD,SSD NVMe,Nvidia Gforce,MX350,Dos,19800000.0,19700000.0,لپ تاپ 15.6 اینچی ایسر مدل Aspire A315 پردازنده Core i3-1115G4 رم 8GB حافظه 1TB 256GB SSD گرافیک 2GB,Aspire A315 Core i3 1115G4 8GB 1TB 256GB SSD 2GB Full HD Laptop,0.51
68,2.1 KG,نوت بوک (لپ تاپ),15.6,FULL HD,1080 * 1920,INTEL,Core i3,I3-1115G4,8.0,1024.0,HDD,,Intel,Intel® UHD Graphics,Dos,,15300000.0,لپ تاپ 15.6 اینچی ایسر مدل Aspire A315 پردازنده Core i3-1115G4 رم 8GB حافظه 1TB گرافیک Intel,Aspire A315 Core i3-1115G4 8GB 1TB Intel Full HD Laptop,0.0
69,1.66 KG,نوت بوک (لپ تاپ),15.6,,1080 * 1920,INTEL,Core i7,i7 1165G7,16.0,524288.0,SSD,,Nvidia Gforce,NVIDIA Geforce MX450,Dos,33600000.0,33500000.0,لپ تاپ لنوو 15 اینچی مدل Ideapad 5 پردازنده Core i7 رم 16GB حافظه 512GB SSD گرافیک 2GB,Ideapad 5 Core i7 1165G7 16GB 512GB SSD 2GB FHD Laptop,0.3
70,1.66 KG,نوت بوک (لپ تاپ),15.6,,1080 * 1920,INTEL,Core i7,i7 1165G7,16.0,2622464.0,SSDHDD,,Nvidia Gforce,NVIDIA Geforce MX450,Dos,,33500000.0,لپ تاپ لنوو 15 اینچی مدل Ideapad 5 پردازنده Core i7 رم 16GB حافظه 1TB 256GB SSD گرافیک 2GB,Ideapad 5 Core i7 1165G7 16GB 1TB 256GB SSD 2GB FHD Laptop,0.0
71,1.7 KG,نوت بوک (لپ تاپ),15.6,,1080 * 1920,INTEL,Core i3,I3-1115G4,8.0,262144.0,SSD,,Intel,Intel UHD Graphics,Dos,16090000.0,15990000.0,لپ تاپ لنوو 15.6 اینچی مدل ThinkBook 15 پردازنده Core i3 1115G4 رم 8GB حافظه 256GB SSD گرافیک Intel,ThinkBook 15 Core i3 1115G4 8GB 256GB SSD Intel FHD Laptop,0.62
72,1.7 KG,نوت بوک (لپ تاپ),15.6,,1080 * 1920,INTEL,Core i3,I3-1115G4,12.0,5243904.0,SSDHDD,SSD NVMe,Nvidia Gforce,MX450,Dos,,23550000.0,لپ تاپ لنوو 15.6 اینچی مدل ThinkBook 15 پردازنده Core i3 1115G4 رم 12GB حافظه 1TB 512GB SSD گرافیک 2GB MX450,ThinkBook 15 Core i3 1115G4 12GB 1TB 512GB SSD 2GB MX450 FHD Laptop,0.0
73,2.49 KG,نوت بوک (لپ تاپ),15.6,IPS 2K,1440 * 2560,INTEL,Core i7,i7-12700H,32.0,2048.0,SSD,SSD NVMe,Nvidia,NVIDIA GeForce RTX 3070GDDR6,,,76500000.0,لپ تاپ لنوو 15.6 اینچی مدل Legion 5 پردازنده Core i7 12700H رم 32GB حافظه 2TB SSD گرافیک 8GB 3070,Legion 5 Core i7 12700H 32GB 2TB SSD 8GB 3070 WQHD Laptop,0.0
74,2.49 KG,نوت بوک (لپ تاپ),15.6,IPS 2K,1440 * 2560,INTEL,Core i7,i7-12700H,32.0,1024.0,SSD,SSD NVMe,Nvidia,NVIDIA GeForce RTX 3070GDDR6,,74200000.0,73900000.0,لپ تاپ لنوو 15.6 اینچی مدل Legion 5 پردازنده Core i7 12700H رم 32GB حافظه 1TB SSD گرافیک 8GB 3070,Legion 5 Core i7 12700H 32GB 1TB SSD 8GB 3070 WQHD Laptop,0.4
75,2.49 KG,نوت بوک (لپ تاپ),15.6,IPS 2K,1440 * 2560,INTEL,Core i7,i7-12700H,16.0,524288.0,SSD,SSD NVMe,Nvidia,NVIDIA GeForce RTX 3070GDDR6,,71000000.0,70900000.0,لپ تاپ لنوو 15.6 اینچی مدل Legion 5 پردازنده Core i7 12700H رم 16GB حافظه 512GB SSD گرافیک 8GB 3070,Legion 5 Core i7 12700H 16GB 512GB SSD 8GB 3070 WQHD Laptop,0.14
76,1.66 KG,نوت بوک (لپ تاپ),15.6,,1080 * 1920,INTEL,Core i7,i7 1165G7,8.0,524288.0,SSD,SSD NVMe,Nvidia Gforce,NVIDIA Geforce MX450,,28750000.0,28650000.0,لپ تاپ لنوو 15.6 اینچی مدل Ideapad 3 پردازنده Core i7 1165G7 رم 8GB حافظه 512GB SSD گرافیک 2GB MX450,Ideapad 3 Core i7 1165G7 8GB 512GB SSD 2GB MX450 FHD Laptop,0.35
77,1.75 KG,نوت بوک (لپ تاپ),15.6,فول اچ دی,1080 * 1920,INTEL,Celeron,Celeron-N4020,4.0,262144.0,SSD,SSD NVMe,Intel,,,11500000.0,11450000.0,لپ تاپ لنوو 15.6 اینچی Full HD مدل Ideapad 3 پردازنده N4020 رم 4GB حافظه 256GB SSD گرافیک Intel,Ideapad 3 N4020 4GB 256GB SSD Intel 15.6 Inch Full HD Laptop,0.43
78,1.65 KG,نوت بوک (لپ تاپ),15.6,TN,1080 * 1920,AMD,Athlon,,8.0,262144.0,SSD,SSD NVMe,AMD Radeon,AMD 610M,Dos,13730000.0,13530000.0,لپ تاپ لنوو 15.6 اینچی مدل V15 G4 پردازنده Athlon 7120U رم 8GB حافظه 256GB SSD گرافیک Radeon 610M,V15 G4 Athlon 7120U 8GB DDR5 256GB SSD Radeon 610M Full HD Laptop,1.46
79,1.7 KG,نوت بوک (لپ تاپ),15.6,TN Full HD,1080 * 1920,INTEL,Core i5,i5-1135G7,8.0,262144.0,SSD,SSD NVMe,Nvidia Gforce,NVIDIA Geforce MX450,Dos,,27100000.0,لپ تاپ لنوو 15.6 اینچی مدل ThinkBook 15 پردازنده Core i5 1135G7 رم 8GB حافظه 256GB SSD گرافیک 2GB,ThinkBook 15 Core i5 1135G7 8GB 256GB SSD 2GB MX450 Full HD Laptop,0.0
80,1.85 KG,نوت بوک (لپ تاپ),15.6,TN,768 * 1366,INTEL,Celeron,Celeron-N4020,4.0,262144.0,SSD,SSD NVMe,Intel,Intel UHD Graphic,Dos,11000000.0,10900000.0,لپ تاپ لنوو 15.6 اینچی مدل V15 پردازنده N4020 رم 4GB حافظه 256GB SSD گرافیک Intel,V15 N4020 4GB 256GB SSD Intel HD Laptop,0.91
81,1.7 KG,نوت بوک (لپ تاپ),15.6,Full HD,1080 * 1920,INTEL,Core i7,i7 1165G7,8.0,524288.0,SSD,SSD NVMe,Nvidia Gforce,NVIDIA Geforce MX450,Dos,31600000.0,31550000.0,لپ تاپ لنوو 15.6 اینچی مدل ThinkBook 15 پردازنده Core i7 1165G7 رم 8GB حافظه 512GB SSD گرافیک 2GB MX450,ThinkBook 15 Core i7 1165G7 8GB 512GB 2GB MX450 Full HD Laptop,0.16
82,1.85 KG,نوت بوک (لپ تاپ),15.6,TN,768 * 1366,INTEL,Celeron,Celeron-N4020,4.0,524288.0,SSD,SSD NVMe,Intel,Intel UHD Graphic,Dos,12000000.0,11900000.0,لپ تاپ لنوو 15.6 اینچی مدل V15 پردازنده N4020 رم 4GB حافظه 512GB SSD گرافیک Intel,V15 N4020 4GB 512GB SSD Intel HD Laptop,0.83
83,2.1 KG,نوت بوک (لپ تاپ),15.6,فول اچ دی,1080 * 1920,INTEL,Core i5,i5-1135G7,16.0,262144.0,SSD,SSD NVMe,Nvidia Gforce,NVIDIA GeForce MX350,Dos,,24130000.0,لپ تاپ لنوو 15.6 اینچی مدل V15 پردازنده Core i5 1135G7 رم 16GB حافظه 256GB SSD گرافیک 2GB صفحه نمایش FHD,V15 Core i5 1135G7 16GB 256GB SSD 2GB MX350 FHD Laptop,0.0
84,2.1 KG,نوت بوک (لپ تاپ),15.6,فول اچ دی,1080 * 1920,INTEL,Core i5,i5-1135G7,16.0,524288.0,SSD,SSD NVMe,Nvidia Gforce,NVIDIA GeForce MX350,Dos,,25150000.0,لپ تاپ لنوو 15.6 اینچی مدل V15 پردازنده Core i5 1135G7 رم 16GB حافظه 512GB SSD گرافیک 2GB صفحه نمایش FHD,V15 Core i5 1135G7 16GB 512GB SSD 2GB MX350 FHD Laptop,0.0
85,1.55 KG,نوت بوک (لپ تاپ),15.6,TN,1080 * 1920,AMD,Ryzen 3,,4.0,262144.0,SSD,SSD NVMe,AMD Radeon,AMD 610M,Dos,14500000.0,14400000.0,لپ تاپ لنوو 15.6 اینچی مدل IdeaPad 1 پردازنده Ryzen 3 7320U رم 4GB حافظه 256GB SSD گرافیک Radeon 610M,IdeaPad 1 Ryzen 3 7320U 4GB DDR5 256GB SSD Radeon 610M Full HD Laptop,0.69
86,1.55 KG,نوت بوک (لپ تاپ),15.6,TN,1080 * 1920,AMD,Ryzen 3,,4.0,524288.0,SSD,SSD NVMe,AMD Radeon,AMD 610M,Dos,15200000.0,15150000.0,لپ تاپ لنوو 15.6 اینچی مدل IdeaPad 1 پردازنده Ryzen 3 7320U رم 4GB حافظه 512GB SSD گرافیک Radeon 610M,IdeaPad 1 Ryzen 3 7320U 4GB DDR5 512GB SSD Radeon 610M Full HD Laptop,0.33
87,1.63 KG,نوت بوک (لپ تاپ),15.6,فول اچ دی,1080 * 1920,INTEL,Core i5,i5 - 1235U,16.0,5243904.0,SSDHDD,SSD NVMe,Intel,INTEL IRIS,Dos,,26130000.0,لپ تاپ لنوو 15.6 اینچی مدل Ideapad 3 پردازنده Core i5 1235U رم 16GB حافظه 1TB 512GB SSD گرافیک Intel,Ideapad 3 Core i5 1235U 16GB 1TB 512GB SSD Intel Iris Full HD Laptop,0.0
88,1.7 KG,نوت بوک (لپ تاپ),15.6,Full HD TN,1080 * 1920,INTEL,Core i3,I3-1115G4,12.0,1024.0,SSD,SSD NVMe,Nvidia Gforce,NVIDIA Geforce MX350 GDDR5,Dos,,20750000.0,لپ تاپ لنوو 15.6 اینچی مدل V15 پردازنده Core i3 1115G4 رم 12GB حافظه 1TB SSD گرافیک 2GB MX350 فول اچ دی,V15 Core i3 1115G4 12GB 1TB SSD 2GB MX350 Full HD Laptop,0.0
89,1.63 KG,نوت بوک (لپ تاپ),15.6,فول اچ دی,1080 * 1920,INTEL,Core i5,i5 - 1235U,8.0,5243904.0,SSDHDD,SSD NVMe,Intel,INTEL IRIS,Dos,25250000.0,25150000.0,لپ تاپ لنوو 15.6 اینچی مدل Ideapad 3 پردازنده Core i5 1235U رم 8GB حافظه 1TB 512GB SSD گرافیک Intel,Ideapad 3 Core i5 1235U 8GB 1TB 512GB SSD Intel Iris Full HD Laptop,0.4
90,1.63 KG,نوت بوک (لپ تاپ),15.6,فول اچ دی,1080 * 1920,INTEL,Core i5,i5 - 1235U,16.0,524288.0,SSD,SSD NVMe,Intel,INTEL IRIS,Dos,24810000.0,24610000.0,لپ تاپ لنوو 15.6 اینچی مدل Ideapad 3 پردازنده Core i5 1235U رم 16GB حافظه 512GB SSD گرافیک Intel,Ideapad 3 Core i5 1235U 16GB 512GB SSD Intel Iris Full HD Laptop,0.81
91,1.75 KG,نوت بوک (لپ تاپ),15.6,FHD TN,1080 * 1920,INTEL,Core i3,I3-1115G4,20.0,1024.0,SSD,SSD NVMe,Intel,UHD,Dos,,18350000.0,لپ تاپ لنوو 15.6 اینچی مدل Ideapad 3 پردازنده Core i3 1115G4 رم 20GB حافظه 1TB SSD گرافیک Intel,Ideapad 3 Core i3 1115G4 20GB 1TB SSD Intel FHD Laptop,0.0
92,1.7 KG,نوت بوک (لپ تاپ),15.6,,1080 * 1920,INTEL,Core i3,I3-1115G4,12.0,524288.0,SSD,SSD NVMe,Nvidia Gforce,MX450,Dos,21600000.0,21550000.0,لپ تاپ لنوو 15.6 اینچی مدل ThinkBook 15 پردازنده Core i3 1115G4 رم 12GB حافظه 512GB SSD گرافیک 2GB MX450,ThinkBook 15 Core i3 1115G4 12GB 512GB SSD 2GB MX450 FHD Laptop,0.23
93,1.62 KG,نوت بوک (لپ تاپ),15.6,FHD TN,1080 * 1920,INTEL,Core i3,i3-1215U,20.0,524288.0,SSD,SSD NVMe,Intel,UHD,Dos,,17590000.0,لپ تاپ لنوو 15.6 اینچی مدل Ideapad 3 پردازنده Core i3 1215U رم 20GB حافظه 512GB SSD گرافیک Intel,Ideapad 3 Core i3 1215U 20GB 512GB SSD Intel FHD Laptop,0.0
94,1.2 KG,نوت بوک (لپ تاپ),15.0,PixelSense™ Display,2256 * 1504,INTEL,Core i7,i7 1065 G7,32.0,1024.0,SSD,,Intel,Intel Iris Plus Graphics,Microsoft Windows 10,73600000.0,72600000.0,لپ تاپ 15 اینچی مایکروسافت مدل Surface Laptop 3 Core i7 32GB 1TB SSD Intel,Surface Laptop 3 Core i7 32GB 1TB SSD Intel Touch 15 Inch Laptop,1.36
95,1.2 KG,نوت بوک (لپ تاپ),13.5,PixelSense™ Display,2256 * 1504,INTEL,Core i5,i5-1135G7,8.0,524288.0,SSD,,Intel,Intel® Iris® Xe,Microsoft Windows 10,50300000.0,49300000.0,لپ تاپ 13 اینچی مایکروسافت مدل Surface Laptop 4 پردازنده Core i5-1135G7 رم 8GB حافظه 512GB SSD گرافیک Intel,Surface Laptop 4 13.5inch Core i5-1135G7 8GB 512GB SSD Intel Touch Laptop,1.99
96,1.7 KG,نوت بوک (لپ تاپ),15.6,,1080 * 1920,INTEL,Core i3,I3-1115G4,12.0,524288.0,SSD,SSD NVMe,Intel,Intel UHD Graphics,Dos,,17130000.0,لپ تاپ لنوو 15.6 اینچی مدل ThinkBook 15 پردازنده Core i3 1115G4 رم 12GB حافظه 512GB SSD گرافیک Intel,ThinkBook 15 Core i3 1115G4 12GB 512GB SSD Intel FHD Laptop,0.0
97,1.8 KG,نوت بوک (لپ تاپ),14.4,PixelSense™ Display,1600 * 2560,INTEL,Core i7,i7-11370H,32.0,1024.0,SSD,,Nvidia Gforce,NVIDIA® GeForce RTX™3050 Ti  laptop GPU with 4GB GDDR6,Microsoft Windows 11,121000000.0,120000000.0,لپ تاپ 14.4 اینچی مایکروسافت مدل Surface Laptop Studio پردازنده Core i7-11370H رم 32GB حافظه 1TB SSD گرافیک 4GB RTX3050Ti,Surface Laptop Studio 14.4inch Core i7-11370H 32GB 1TB SSD 4GB RTX 3050Ti Touch Laptop,0.83
98,1.35 KG,نوت بوک (لپ تاپ),13.4,"(1920x1200) 16:10, IPS-Level",1080 * 1920,INTEL,Core i7,i7-1280P,16.0,1024.0,SSD,SSD NVMe,Intel,Intel® Iris® Xe,Microsoft Windows 11,,68650000.0,لپ تاپ ام اس آی 13.4 اینچی مدل Summit E13 Flip Evo A12MT پردازنده Core i7 رم 16GB حافظه 1TB SSD گرافیک Intel لمسی,MSI Summit E13 Flip Evo A12MT Core i7 1280P 16GB 1TB SSD Intel Full HD IPS Touch Laptop,0.0
99,1.75 KG,نوت بوک (لپ تاپ),15.6,FHD TN,1080 * 1920,INTEL,Core i3,I3-1115G4,12.0,1024.0,SSD,SSD NVMe,Intel,UHD,Dos,17500000.0,17300000.0,لپ تاپ لنوو 15.6 اینچی مدل Ideapad 3 پردازنده Core i3 1115G4 رم 12GB حافظه 1TB SSD گرافیک Intel,Ideapad 3 Core i3 1115G4 12GB 1TB SSD Intel FHD Laptop,1.14
100,1.8 KG,نوت بوک (لپ تاپ),14.4,PixelSense™ Display,1600 * 2560,INTEL,Core i7,i7-11370H,32.0,2048.0,SSD,,Nvidia Gforce,NVIDIA® GeForce RTX™3050 Ti  laptop GPU with 4GB GDDR6,Microsoft Windows 11,135000000.0,134000000.0,لپ تاپ 14.4 اینچی مایکروسافت مدل Surface Laptop Studio پردازنده Core i7-11370H رم 32GB حافظه 2TB SSD گرافیک 4GB RTX3050Ti,Surface Laptop Studio 14.4inch Core i7-11370H 32GB 2TB SSD 4GB RTX 3050Ti Touch Laptop,0.74
101,3.1 KG,نوت بوک (لپ تاپ),17.0,IPS,1600 * 2560,INTEL,Core i9,,32.0,2048.0,SSD,,Nvidia Gforce,GeForce RTX™ 4080,,,189600000.0,لپتاپ گیمینگ ام اس آی 17 اینچی مدل Raider GE78HX 13VH پردازنده Core i9 رم 32GB حافظه 2TB SSD گرافیک 12GB RTX4080,MSI Raider GE78HX 13VH Core i9 13950HX 32GB 2TB SSD 12GB RTX4080 Gaming Laptop,0.0
102,2.25 KG,نوت بوک (لپ تاپ),15.6,IPS LCD,1080 * 1920,INTEL,Core i7,i7-12650H,16.0,1024.0,SSD,,Nvidia,RTX 4050 105W,,73700000.0,72200000.0,لپ تاپ ام اس آی 15.6 اینچی مدل GF66 B12VEK پردازنده Core i7-12650H رم 16GB حافظه 1TB SSD گرافیک 6GB RTX 4050,MSI GF66 B12VEK Core i7-12650H 16GB 1TB SSD 6GB RTX 4050 Full HD Laptop,2.04
103,3.1 KG,نوت بوک (لپ تاپ),17.0,IPS,1600 * 2560,INTEL,Core i9,,32.0,2048.0,SSD,,Nvidia Gforce,GeForce RTX 4070,,158800000.0,156800000.0,لپتاپ گیمینگ ام اس آی 17 اینچی مدل Raider GE78HX 13VG پردازنده Core i9 رم 32GB حافظه 2TB SSD گرافیک 8GB RTX4070,MSI Raider GE78HX 13VG Core i9 13950HX 32GB 2TB SSD 8GB RTX4070 Gaming Laptop,1.26
104,2.1 KG,نوت بوک (لپ تاپ),16.0,QHD+ (2560×1600) IPS,1600 * 2560,INTEL,Core i7,,32.0,2048.0,SSD,,Nvidia Gforce,Geforce RTX4060 8GB GDDR6,,98380000.0,97480000.0,لپ تاپ ام اس آی 16 اینچی مدل Summit E16 Flip A13VFT پردازنده Core i7 1360P رم 32GB حافظه 2TB SSD گرافیک 8GB,MSI Summit E16 Flip A13VFT Core i7 1360P 32GB 2TB SSD 8GB QHD+ Laptop,0.91
105,1.5 KG,نوت بوک (لپ تاپ),15.0,PixelSense™ Display,,INTEL,Core i7,i7-1255U,8.0,524288.0,SSD,,Intel,Intel® Iris® Xe,Microsoft Windows 11,64380000.0,63380000.0,لپ تاپ 15 اینچی مایکروسافت مدل Surface Laptop 5 پردازنده Core i7-1255U رم 8GB حافظه 512GB SSD گرافیک Intel,Surface Laptop 5 15 inch Core i7-1255U 8GB 512GB SSD Intel Touch Laptop,1.55
106,1.5 KG,نوت بوک (لپ تاپ),15.0,PixelSense™ Display,,INTEL,Core i7,i7-1255U,16.0,524288.0,SSD,,Intel,Intel® Iris® Xe,Microsoft Windows 11,78388000.0,77388000.0,لپ تاپ 15 اینچی مایکروسافت مدل Surface Laptop 5 پردازنده Core i7-1255U رم 16GB حافظه 512GB SSD گرافیک Intel,Surface Laptop 5 15 inch Core i7-1255U 16GB 512GB SSD Intel Touch Laptop,1.28
107,1.2 KG,نوت بوک (لپ تاپ),15.0,PixelSense™ Display,2256 * 1504,INTEL,Core i7,i7 1065 G7,16.0,524288.0,SSD,SSD NVMe,Intel,Intel Iris Plus Graphics,Microsoft Windows 10,57300000.0,56300000.0,لپ تاپ 15 اینچی مایکروسافت مدل Surface Laptop 3 Core i7 16GB 512GB SSD Intel,Surface Laptop 3 Core i7 16GB 512GB SSD Intel Touch 15 Inch Laptop,1.75
108,1.5 KG,نوت بوک (لپ تاپ),15.0,PixelSense™ Display,,INTEL,Core i7,i7-1255U,32.0,1024.0,SSD,,Intel,Intel® Iris® Xe,Microsoft Windows 11,119000000.0,117000000.0,لپ تاپ 15 اینچی مایکروسافت مدل Surface Laptop 5 پردازنده Core i7-1255U رم 32GB حافظه 1TB SSD گرافیک Intel,Surface Laptop 5 15 inch Core i7-1255U 32GB 1TB SSD Intel Touch Laptop,1.68
109,1.54 KG,نوت بوک (لپ تاپ),15.0,PixelSense™ Display,,INTEL,Core i7,i7-1185G7,8.0,524288.0,SSD,SSD NVMe,Intel,Intel® Iris® Xe,Microsoft Windows 10,55288000.0,54288000.0,لپ تاپ 15 اینچی مایکروسافت مدل Surface Laptop 4 پردازنده Core i7-1185G7 رم 8GB حافظه 512GB SSD گرافیک Intel,Surface Laptop 4 15inch Core i7-1185G7 8GB 512GB SSD Intel Touch Laptop,1.81
110,1.11 KG,نوت بوک (لپ تاپ),12.5,PixelSense™ Display,,INTEL,Core i5,i5-1135G7,16.0,262144.0,SSD,,Intel,Intel® Iris® Xe Graphics,Microsoft Windows 11,38288000.0,37288000.0,لپ تاپ مایکروسافت 12.4 اینچی مدل Surface Laptop Go 2 پردازنده Core i5 رم 16GB حافظه 256GB صفحه نمایش لمسی,Surface Laptop Go 2 Core i5 1135G7 16GB 256GB Intel 12.4inch Touch Laptop,2.61
111,1.2 KG,نوت بوک (لپ تاپ),13.5,PixelSense™ Display,2256 * 1504,INTEL,Core i7,i7-1255U,16.0,524288.0,SSD,,Intel,Intel® Iris® Xe,Microsoft Windows 11,72500000.0,71500000.0,لپ تاپ 13.5 اینچی مایکروسافت مدل Surface Laptop 5 پردازنده Core i7-1255U رم 16GB حافظه 512GB SSD گرافیک Intel,Surface Laptop 5 13.5inch Core i7-1255U 16GB 512GB SSD Intel Touch Laptop,1.38
112,1.265 KG,نوت بوک (لپ تاپ),13.5,PixelSense™ Display,2256 * 1504,AMD,Ryzen 7,Ryzen 7 4980U,16.0,524288.0,SSD,,AMD,powered by AMD Ryzen™ Microsoft Surface® Edition: AMD Radeon™ Graphics,Microsoft Windows 10,57888000.0,56888000.0,لپ تاپ 13.5 اینچی مایکروسافت مدل Surface Laptop 4 پردازنده Ryzen 7 4980U رم 16GB حافظه 512GB SSD گرافیک AMD Radeon,Surface Laptop 4 13.5inch Ryzen 7 4980U 16GB 512GB SSD AMD Radeon Touch Laptop,1.73
113,1.5 KG,نوت بوک (لپ تاپ),15.0,PixelSense™ Display,,INTEL,Core i7,i7-1255U,8.0,262144.0,SSD,SSD NVMe,Intel,Intel® Iris® Xe,Microsoft Windows 11,60388000.0,59388000.0,لپ تاپ 15 اینچی مایکروسافت مدل Surface Laptop 5 پردازنده Core i7-1255U رم 8GB حافظه 256GB SSD گرافیک Intel,Surface Laptop 5 15 inch Core i7-1255U 8GB 256GB SSD Intel Touch Laptop,1.66
114,1.8 KG,نوت بوک (لپ تاپ),15.6,FULL HD,1080 * 1920,INTEL,Core i5,i5-1135G7,12.0,524288.0,SSD,SSD NVMe,Nvidia Gforce,GeForce® MX330,,27533000.0,27233000.0,لپ تاپ ایسوس 15.6 اینچی مدل X1500EP پردازنده Core i5 1135G7 رم 12GB حافظه 512GB SSD گرافیک 2GB,X1500EP Core i5 1135G7 12GB 512GB SSD 2GB MX330 FHD Laptop,1.09
